avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
59999	4.91e-05	0.00e+00	573	107955
120000	3.01e-05	0.00e+00	572	66045
180000	2.70e-05	0.00e+00	571	59092
239999	2.54e-05	0.00e+00	570	55621
300000	2.53e-05	0.00e+00	569	55163
360000	2.54e-05	0.00e+00	568	55365
420000	2.41e-05	0.00e+00	567	52411
480000	2.35e-05	0.00e+00	566	50945
540000	2.15e-05	0.00e+00	565	46587
600000	2.03e-05	0.00e+00	564	43930
660000	1.94e-05	0.00e+00	563	41922
720000	1.84e-05	0.00e+00	562	39561
780000	1.84e-05	0.00e+00	561	39595
840000	1.82e-05	0.00e+00	560	39036
900000	1.76e-05	0.00e+00	559	37718
960000	1.69e-05	0.00e+00	558	36244
1049973	1.64e-05	0.00e+00	1113	70011
1169972	1.56e-05	0.00e+00	1109	66432
1289972	1.55e-05	0.00e+00	1105	65590
1409972	1.49e-05	0.00e+00	1101	62736
1529972	1.46e-05	0.00e+00	1097	61451
1649972	1.42e-05	0.00e+00	1093	59579
1769972	1.36e-05	0.00e+00	1089	56907
1889972	1.34e-05	0.00e+00	1085	55678
2009972	1.32e-05	0.00e+00	1081	54637
2129972	1.29e-05	0.00e+00	1077	53147
2249972	1.25e-05	0.00e+00	1073	51397
2369971	1.19e-05	0.00e+00	1069	48618
2489971	1.12e-05	0.00e+00	1065	45733
2609971	1.07e-05	0.00e+00	1061	43694
2729971	1.05e-05	0.00e+00	1057	42390
2849971	9.91e-06	0.00e+00	1053	40019
2969971	9.25e-06	0.00e+00	1049	37237
3089971	8.92e-06	0.00e+00	1045	35760
3209971	8.68e-06	0.00e+00	1041	34649
3329971	8.48e-06	0.00e+00	1037	33721
3449970	8.41e-06	0.00e+00	1033	33344
3569970	8.34e-06	0.00e+00	1029	32937
3689970	8.21e-06	0.00e+00	1025	32290
3809970	8.02e-06	0.00e+00	1021	31428
3929970	8.09e-06	0.00e+00	1017	31548
4079920	7.72e-06	0.00e+00	1518	44975
4259920	7.54e-06	0.00e+00	1509	43625
4439920	7.24e-06	0.00e+00	1500	41666
4619919	6.96e-06	0.00e+00	1491	39824
4799919	6.74e-06	0.00e+00	1482	38306
4979918	6.50e-06	0.00e+00	1473	36707
5159918	6.23e-06	0.00e+00	1464	34966
5339917	5.94e-06	0.00e+00	1455	33180
5519917	5.74e-06	0.00e+00	1446	31822
5699916	5.64e-06	0.00e+00	1437	31080
5879915	5.52e-06	0.00e+00	1428	30212
6059915	5.45e-06	0.00e+00	1419	29665
6269840	5.35e-06	0.00e+00	1878	38507
6509838	5.21e-06	0.00e+00	1862	37225
6749837	5.09e-06	0.00e+00	1846	36049
6989836	4.95e-06	0.00e+00	1830	34750
7229834	4.78e-06	0.00e+00	1814	33272
7469833	4.63e-06	0.00e+00	1798	31957
7709831	4.50e-06	0.00e+00	1782	30753
7949830	4.38e-06	0.00e+00	1766	29699
8189828	4.30e-06	0.00e+00	1750	28866
8459722	4.20e-06	0.00e+00	2165	34919
8759719	4.12e-06	0.00e+00	2140	33796
9059716	4.03e-06	0.00e+00	2115	32716
9359712	3.94e-06	0.00e+00	2090	31581
9659709	3.86e-06	0.00e+00	2065	30586
9959705	3.75e-06	0.00e+00	2040	29356
10259702	3.64e-06	0.00e+00	2015	28146
10589559	3.55e-06	0.00e+00	2385	32510
10949553	3.47e-06	0.00e+00	2349	31249
11309546	3.40e-06	0.00e+00	2313	30154
11669538	3.34e-06	0.00e+00	2277	29217
12029531	3.31e-06	0.00e+00	2241	28489
12419346	3.26e-06	0.00e+00	2569	32129
12839333	3.21e-06	0.00e+00	2520	31063
13259320	3.18e-06	0.00e+00	2471	30158
13679306	3.13e-06	0.00e+00	2422	29077
14099292	3.06e-06	0.00e+00	2373	27860
14549049	2.98e-06	0.00e+00	2652	30271
15029026	2.93e-06	0.00e+00	2588	29104
15509001	2.87e-06	0.00e+00	2524	27805
16018697	2.81e-06	0.00e+00	2763	29833
16558657	2.76e-06	0.00e+00	2682	28389
17098615	2.71e-06	0.00e+00	2601	27063
17668228	2.68e-06	0.00e+00	2795	28727
18268163	2.63e-06	0.00e+00	2695	27185
18897683	2.61e-06	0.00e+00	2849	28528
19557580	2.58e-06	0.00e+00	2728	26981
20246976	2.55e-06	0.00e+00	2838	27713
20966815	2.54e-06	0.00e+00	2694	26211
21716037	2.53e-06	0.00e+00	2756	26755
22525088	2.51e-06	0.00e+00	2779	26710
23393913	2.47e-06	0.00e+00	2760	26158
24322433	2.43e-06	0.00e+00	2696	25105
25368079	2.32e-06	0.00e+00	2869	25511
26619692	2.24e-06	0.00e+00	2990	25677
28132535	2.26e-06	0.00e+00	2926	25398
30000689	2.44e-06	0.00e+00	2610	24407
44226705	-2.60e-07	0.00e+00	-24393	24361
