avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
30000	1.58e-05	0.00e+00	1142	65716
60000	9.60e-06	0.00e+00	1141	39838
104993	7.56e-06	0.00e+00	2279	62659
164993	6.23e-06	0.00e+00	2275	51559
224993	5.89e-06	0.00e+00	2271	48603
284993	5.71e-06	0.00e+00	2267	47094
344993	5.83e-06	0.00e+00	2263	47938
404993	5.84e-06	0.00e+00	2259	47925
464993	5.59e-06	0.00e+00	2255	45828
524993	5.21e-06	0.00e+00	2251	42631
584993	4.89e-06	0.00e+00	2247	39930
644993	4.67e-06	0.00e+00	2243	38064
704993	4.60e-06	0.00e+00	2239	37447
764993	4.43e-06	0.00e+00	2235	36032
824993	4.29e-06	0.00e+00	2231	34810
899982	4.22e-06	0.00e+00	3339	51266
989981	4.03e-06	0.00e+00	3330	48740
1079981	3.82e-06	0.00e+00	3321	46076
1169981	3.69e-06	0.00e+00	3312	44458
1259981	3.69e-06	0.00e+00	3303	44318
1349981	3.60e-06	0.00e+00	3294	43126
1439981	3.57e-06	0.00e+00	3285	42688
1529981	3.44e-06	0.00e+00	3276	40954
1619981	3.43e-06	0.00e+00	3267	40748
1709981	3.22e-06	0.00e+00	3258	38157
1799981	3.21e-06	0.00e+00	3249	37884
1889981	3.13e-06	0.00e+00	3240	36828
1979981	3.08e-06	0.00e+00	3231	36134
2069981	3.00e-06	0.00e+00	3222	35200
2159981	3.07e-06	0.00e+00	3213	35889
2249981	2.99e-06	0.00e+00	3204	34808
2339981	2.87e-06	0.00e+00	3195	33380
2444964	2.78e-06	0.00e+00	4246	42913
2564964	2.73e-06	0.00e+00	4230	41950
2684964	2.72e-06	0.00e+00	4214	41602
2804964	2.61e-06	0.00e+00	4198	39787
2924964	2.58e-06	0.00e+00	4182	39240
3044963	2.55e-06	0.00e+00	4166	38657
3164963	2.60e-06	0.00e+00	4150	39230
3284963	2.54e-06	0.00e+00	4134	38166
3404963	2.57e-06	0.00e+00	4118	38423
3524963	2.43e-06	0.00e+00	4102	36211
3644963	2.30e-06	0.00e+00	4086	34186
3764963	2.24e-06	0.00e+00	4070	33170
3899940	2.16e-06	0.00e+00	5065	39757
4049940	2.10e-06	0.00e+00	5040	38428
4199940	2.03e-06	0.00e+00	5015	37051
4349939	1.90e-06	0.00e+00	4990	34538
4499939	1.88e-06	0.00e+00	4965	33995
4649939	1.78e-06	0.00e+00	4940	32013
4814910	1.77e-06	0.00e+00	5895	37953
4994910	1.71e-06	0.00e+00	5859	36416
5174909	1.64e-06	0.00e+00	5823	34649
5354909	1.62e-06	0.00e+00	5787	34087
5534908	1.56e-06	0.00e+00	5751	32586
5714908	1.51e-06	0.00e+00	5715	31292
5909873	1.46e-06	0.00e+00	6622	35269
6119872	1.41e-06	0.00e+00	6573	33736
6329871	1.37e-06	0.00e+00	6524	32609
6539870	1.33e-06	0.00e+00	6475	31384
6764828	1.30e-06	0.00e+00	7340	34579
7004826	1.25e-06	0.00e+00	7276	33159
7244825	1.22e-06	0.00e+00	7212	32051
7499776	1.18e-06	0.00e+00	8037	34570
7769773	1.14e-06	0.00e+00	7956	33099
8039771	1.11e-06	0.00e+00	7875	31675
8324714	1.07e-06	0.00e+00	8655	33556
8624710	1.04e-06	0.00e+00	8555	32321
8924707	1.01e-06	0.00e+00	8455	31151
9239640	9.93e-07	0.00e+00	9185	33152
9569635	9.68e-07	0.00e+00	9064	31911
9899630	9.47e-07	0.00e+00	8943	30792
10244553	9.23e-07	0.00e+00	9618	32260
10604547	9.00e-07	0.00e+00	9474	30995
10979459	8.78e-07	0.00e+00	10101	32234
11369450	8.64e-07	0.00e+00	9932	31202
11774350	8.43e-07	0.00e+00	10507	32210
12194338	8.08e-07	0.00e+00	10311	30307
12629224	7.81e-07	0.00e+00	10830	30740
13094097	7.60e-07	0.00e+00	11304	31231
13574076	7.47e-07	0.00e+00	11048	30011
14068931	7.32e-07	0.00e+00	11458	30472
14593769	7.18e-07	0.00e+00	11817	30836
15148589	7.05e-07	0.00e+00	12122	31061
15733387	6.81e-07	0.00e+00	12370	30643
16348160	6.64e-07	0.00e+00	12558	30333
16992905	6.50e-07	0.00e+00	12683	29979
17667617	6.37e-07	0.00e+00	12742	29520
18387056	6.36e-07	0.00e+00	13250	30620
19136910	6.45e-07	0.00e+00	12625	29588
19916200	6.35e-07	0.00e+00	12933	29876
20755343	6.26e-07	0.00e+00	13079	29782
21654299	6.21e-07	0.00e+00	13051	29457
22627567	6.24e-07	0.00e+00	13209	29976
23675841	6.30e-07	0.00e+00	12726	29150
24826666	6.25e-07	0.00e+00	12915	29352
26139630	6.36e-07	0.00e+00	12737	29453
27669293	6.51e-07	0.00e+00	12292	29074
29529230	7.14e-07	0.00e+00	11076	28771
44354117	-7.91e-08	0.00e+00	-98770	28419
