avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
420000	1.10e-03	0.00e+00	84	301577
840000	8.11e-04	0.00e+00	83	219785
1260000	6.84e-04	0.00e+00	82	183166
1679999	6.60e-04	0.00e+00	81	174391
2100000	6.14e-04	0.00e+00	80	160317
2520000	5.86e-04	0.00e+00	79	151087
2940000	5.20e-04	0.00e+00	78	132445
3359999	4.86e-04	0.00e+00	77	122232
3780000	4.34e-04	0.00e+00	76	107746
4200000	3.89e-04	0.00e+00	75	95200
4620000	3.60e-04	0.00e+00	74	86891
5040000	3.36e-04	0.00e+00	73	79968
5460000	3.10e-04	0.00e+00	72	72767
5880000	2.89e-04	0.00e+00	71	66961
6300000	2.75e-04	0.00e+00	70	62730
6720000	2.64e-04	0.00e+00	69	59547
7140000	2.52e-04	0.00e+00	68	55927
7560000	2.39e-04	0.00e+00	67	52194
7980000	2.27e-04	0.00e+00	66	49012
8400000	2.20e-04	0.00e+00	65	46588
8820000	2.12e-04	0.00e+00	64	44335
9240000	2.06e-04	0.00e+00	63	42340
9660000	2.01e-04	0.00e+00	62	40603
10080000	1.94e-04	0.00e+00	61	38666
10500000	1.87e-04	0.00e+00	60	36695
10920000	1.80e-04	0.00e+00	59	34656
11340000	1.73e-04	0.00e+00	58	32760
11759999	1.66e-04	0.00e+00	57	30928
12179999	1.61e-04	0.00e+00	56	29429
12600000	1.58e-04	0.00e+00	55	28321
13019999	1.55e-04	0.00e+00	54	27236
13440000	1.52e-04	0.00e+00	53	26326
13860000	1.49e-04	0.00e+00	52	25291
14280000	1.45e-04	0.00e+00	51	24170
14700000	1.41e-04	0.00e+00	50	23087
15120000	1.39e-04	0.00e+00	49	22178
15540000	1.35e-04	0.00e+00	48	21213
15960000	1.32e-04	0.00e+00	47	20312
16379999	1.31e-04	0.00e+00	46	19619
16800000	1.29e-04	0.00e+00	45	18905
17220000	1.26e-04	0.00e+00	44	18144
17640000	1.25e-04	0.00e+00	43	17517
18060000	1.23e-04	0.00e+00	42	16903
18480000	1.23e-04	0.00e+00	41	16450
18900000	1.24e-04	0.00e+00	40	16200
19320000	1.25e-04	0.00e+00	39	15934
19740000	1.25e-04	0.00e+00	38	15476
20160000	1.26e-04	0.00e+00	37	15182
20580000	1.25e-04	0.00e+00	36	14687
21000000	1.25e-04	0.00e+00	35	14296
21420000	1.25e-04	0.00e+00	34	13839
21840000	1.24e-04	0.00e+00	33	13323
22260000	1.22e-04	0.00e+00	32	12717
22680000	1.22e-04	0.00e+00	31	12302
23100000	1.22e-04	0.00e+00	30	11994
23520000	1.24e-04	0.00e+00	29	11746
23940000	1.23e-04	0.00e+00	28	11200
24360000	1.20e-04	0.00e+00	27	10575
24779999	1.18e-04	0.00e+00	26	10027
25200000	1.16e-04	0.00e+00	25	9442
25620000	1.14e-04	0.00e+00	24	8928
26040000	1.16e-04	0.00e+00	23	8700
26460000	1.19e-04	0.00e+00	22	8522
26880000	1.18e-04	0.00e+00	21	8102
27300000	1.16e-04	0.00e+00	20	7593
27720000	1.17e-04	0.00e+00	19	7227
28140000	1.16e-04	0.00e+00	18	6800
28560000	1.16e-04	0.00e+00	17	6424
28980000	1.16e-04	0.00e+00	16	6040
29400000	1.18e-04	0.00e+00	15	5801
29820000	1.21e-04	0.00e+00	14	5550
30240000	1.24e-04	0.00e+00	13	5276
30660000	1.31e-04	0.00e+00	12	5125
31080000	1.31e-04	0.00e+00	11	4705
31500000	1.26e-04	0.00e+00	10	4120
31920000	1.11e-04	0.00e+00	9	3261
32340000	9.69e-05	0.00e+00	8	2531
32759999	8.55e-05	0.00e+00	7	1953
33180000	8.06e-05	0.00e+00	6	1578
33600000	7.31e-05	0.00e+00	5	1193
34020000	7.60e-05	0.00e+00	4	993
34440000	9.65e-05	0.00e+00	3	945
34860000	1.42e-04	0.00e+00	2	925
35280000	2.95e-04	0.00e+00	1	963
0	0.00e+00	0.00e+00	0	992
36120000	-3.38e-04	0.00e+00	-1	1102
36540000	-1.82e-04	0.00e+00	-2	1188
36960000	-1.03e-04	0.00e+00	-3	1007
37380000	-5.23e-05	0.00e+00	-4	683
37800000	-2.45e-05	0.00e+00	-5	400
38220000	-1.30e-05	0.00e+00	-6	254
44286666	-3.70e-08	0.00e+00	-414	50
