avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
360000	9.27e-04	0.00e+00	97	322486
720000	7.05e-04	0.00e+00	96	242770
1080000	6.11e-04	0.00e+00	95	208338
1440000	5.58e-04	0.00e+00	94	188046
1800000	4.90e-04	0.00e+00	93	163676
2160000	4.53e-04	0.00e+00	92	149518
2520000	4.08e-04	0.00e+00	91	133105
2880000	3.67e-04	0.00e+00	90	118570
3240000	3.28e-04	0.00e+00	89	104849
3600000	3.03e-04	0.00e+00	88	95557
3960000	2.78e-04	0.00e+00	87	86919
4320000	2.64e-04	0.00e+00	86	81617
4680000	2.45e-04	0.00e+00	85	74870
5040000	2.31e-04	0.00e+00	84	69533
5400000	2.19e-04	0.00e+00	83	65204
5760000	2.10e-04	0.00e+00	82	61732
6120000	1.98e-04	0.00e+00	81	57669
6480000	1.88e-04	0.00e+00	80	54106
6840000	1.81e-04	0.00e+00	79	51268
7200000	1.74e-04	0.00e+00	78	48827
7560000	1.70e-04	0.00e+00	77	46862
7919999	1.65e-04	0.00e+00	76	45080
8279999	1.61e-04	0.00e+00	75	43299
8640000	1.57e-04	0.00e+00	74	41736
9000000	1.54e-04	0.00e+00	73	40332
9360000	1.51e-04	0.00e+00	72	38977
9720000	1.47e-04	0.00e+00	71	37495
10080000	1.43e-04	0.00e+00	70	35875
10440000	1.38e-04	0.00e+00	69	34173
10800000	1.34e-04	0.00e+00	68	32790
11160000	1.31e-04	0.00e+00	67	31554
11520000	1.29e-04	0.00e+00	66	30510
11880000	1.25e-04	0.00e+00	65	29103
12240000	1.22e-04	0.00e+00	64	27937
12600000	1.19e-04	0.00e+00	63	26941
12960000	1.17e-04	0.00e+00	62	26032
13320000	1.15e-04	0.00e+00	61	25144
13680000	1.11e-04	0.00e+00	60	23981
14040000	1.08e-04	0.00e+00	59	22953
14400000	1.06e-04	0.00e+00	58	22149
14759999	1.05e-04	0.00e+00	57	21516
15120000	1.04e-04	0.00e+00	56	20981
15480000	1.02e-04	0.00e+00	55	20225
15840000	1.01e-04	0.00e+00	54	19542
16200000	1.00e-04	0.00e+00	53	19106
16559999	9.89e-05	0.00e+00	52	18459
16920000	9.81e-05	0.00e+00	51	17954
17280000	9.76e-05	0.00e+00	50	17504
17640000	9.60e-05	0.00e+00	49	16873
18000000	9.39e-05	0.00e+00	48	16164
18360000	9.24e-05	0.00e+00	47	15584
18720000	9.12e-05	0.00e+00	46	15054
19080000	9.11e-05	0.00e+00	45	14707
19440000	9.16e-05	0.00e+00	44	14469
19800000	9.24e-05	0.00e+00	43	14253
20160000	9.10e-05	0.00e+00	42	13708
20520000	9.10e-05	0.00e+00	41	13394
20880000	9.11e-05	0.00e+00	40	13082
21240000	9.19e-05	0.00e+00	39	12856
21600000	9.17e-05	0.00e+00	38	12508
21960000	9.18e-05	0.00e+00	37	12186
22320000	9.14e-05	0.00e+00	36	11806
22680000	9.11e-05	0.00e+00	35	11439
23040000	9.08e-05	0.00e+00	34	11083
23400000	9.11e-05	0.00e+00	33	10784
23760000	9.08e-05	0.00e+00	32	10429
24120000	9.04e-05	0.00e+00	31	10054
24480000	9.02e-05	0.00e+00	30	9709
24840000	8.92e-05	0.00e+00	29	9282
25200000	8.80e-05	0.00e+00	28	8841
25560000	8.70e-05	0.00e+00	27	8429
25920000	8.65e-05	0.00e+00	26	8068
26280000	8.35e-05	0.00e+00	25	7490
26640000	8.06e-05	0.00e+00	24	6941
27000000	7.93e-05	0.00e+00	23	6547
27360000	7.78e-05	0.00e+00	22	6141
27720000	7.57e-05	0.00e+00	21	5707
28079999	7.43e-05	0.00e+00	20	5330
28440000	7.29e-05	0.00e+00	19	4971
28799999	7.25e-05	0.00e+00	18	4685
29160000	7.30e-05	0.00e+00	17	4452
29520000	7.35e-05	0.00e+00	16	4222
29880000	7.46e-05	0.00e+00	15	4014
30240000	7.45e-05	0.00e+00	14	3744
30600000	7.41e-05	0.00e+00	13	3458
30959999	7.43e-05	0.00e+00	12	3199
31319999	7.47e-05	0.00e+00	11	2947
31680000	7.47e-05	0.00e+00	10	2681
32040000	7.26e-05	0.00e+00	9	2343
32400000	6.96e-05	0.00e+00	8	1997
32759999	6.92e-05	0.00e+00	7	1738
33283636	6.53e-05	0.00e+00	11	2579
33994285	7.66e-05	0.00e+00	7	1924
34680000	1.79e-04	0.00e+00	3	1922
35640000	-5.77e-04	0.00e+00	-1	2069
36000000	-1.50e-04	0.00e+00	-2	1078
36565714	-8.29e-05	0.00e+00	-7	2082
37080000	-5.14e-05	0.00e+00	-5	923
37633846	-1.97e-05	0.00e+00	-13	917
44112558	-1.74e-07	0.00e+00	-602	376
