avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
450000	1.36e-03	0.00e+00	78	376190
899999	1.04e-03	0.00e+00	77	283275
1350000	8.81e-04	0.00e+00	76	237421
1800000	7.73e-04	0.00e+00	75	205655
2250000	6.86e-04	0.00e+00	74	180039
2700000	6.15e-04	0.00e+00	73	159243
3150000	5.29e-04	0.00e+00	72	135030
3600000	4.77e-04	0.00e+00	71	120073
4050000	4.28e-04	0.00e+00	70	106323
4500000	4.00e-04	0.00e+00	69	97987
4950000	3.66e-04	0.00e+00	68	88167
5400000	3.43e-04	0.00e+00	67	81567
5850000	3.25e-04	0.00e+00	66	76157
6300000	3.04e-04	0.00e+00	65	70046
6750000	2.86e-04	0.00e+00	64	64973
7200000	2.73e-04	0.00e+00	63	60985
7650000	2.64e-04	0.00e+00	62	57945
8100000	2.56e-04	0.00e+00	61	55333
8550000	2.47e-04	0.00e+00	60	52645
9000000	2.41e-04	0.00e+00	59	50478
9450000	2.35e-04	0.00e+00	58	48237
9900000	2.27e-04	0.00e+00	57	45800
10350000	2.18e-04	0.00e+00	56	43367
10800000	2.10e-04	0.00e+00	55	40995
11250000	2.04e-04	0.00e+00	54	39098
11699999	1.98e-04	0.00e+00	53	37212
12150000	1.91e-04	0.00e+00	52	35225
12600000	1.86e-04	0.00e+00	51	33662
13050000	1.82e-04	0.00e+00	50	32313
13500000	1.77e-04	0.00e+00	49	30775
13949999	1.71e-04	0.00e+00	48	29028
14400000	1.66e-04	0.00e+00	47	27621
14850000	1.64e-04	0.00e+00	46	26750
15300000	1.61e-04	0.00e+00	45	25677
15750000	1.58e-04	0.00e+00	44	24679
16200000	1.56e-04	0.00e+00	43	23819
16649999	1.53e-04	0.00e+00	42	22853
17100000	1.53e-04	0.00e+00	41	22176
17550000	1.50e-04	0.00e+00	40	21305
18000000	1.46e-04	0.00e+00	39	20239
18450000	1.43e-04	0.00e+00	38	19255
18900000	1.41e-04	0.00e+00	37	18509
19350000	1.42e-04	0.00e+00	36	18178
19800000	1.43e-04	0.00e+00	35	17764
20250000	1.41e-04	0.00e+00	34	17045
20700000	1.41e-04	0.00e+00	33	16525
21150000	1.42e-04	0.00e+00	32	16142
21600000	1.42e-04	0.00e+00	31	15588
22050000	1.42e-04	0.00e+00	30	15139
22500000	1.41e-04	0.00e+00	29	14535
22950000	1.41e-04	0.00e+00	28	13999
23400000	1.41e-04	0.00e+00	27	13479
23850000	1.40e-04	0.00e+00	26	12949
24300000	1.40e-04	0.00e+00	25	12398
24750000	1.37e-04	0.00e+00	24	11694
25200000	1.35e-04	0.00e+00	23	11050
25650000	1.34e-04	0.00e+00	22	10429
26100000	1.31e-04	0.00e+00	21	9730
26550000	1.25e-04	0.00e+00	20	8845
27000000	1.21e-04	0.00e+00	19	8161
27450000	1.18e-04	0.00e+00	18	7533
27900000	1.14e-04	0.00e+00	17	6844
28350000	1.12e-04	0.00e+00	16	6334
28800000	1.11e-04	0.00e+00	15	5889
29250000	1.11e-04	0.00e+00	14	5507
29699999	1.12e-04	0.00e+00	13	5147
30149999	1.12e-04	0.00e+00	12	4780
30600000	1.12e-04	0.00e+00	11	4352
31050000	1.11e-04	0.00e+00	10	3950
31500000	1.10e-04	0.00e+00	9	3502
31950000	1.08e-04	0.00e+00	8	3051
32400000	1.01e-04	0.00e+00	7	2501
32850000	9.16e-05	0.00e+00	6	1950
33299999	9.09e-05	0.00e+00	5	1612
33750000	8.26e-05	0.00e+00	4	1171
34200000	1.15e-04	0.00e+00	3	1223
34650000	1.69e-04	0.00e+00	2	1200
35100000	3.45e-04	0.00e+00	1	1222
0	0.00e+00	0.00e+00	0	1319
36000000	-3.79e-04	0.00e+00	-1	1345
36450000	-1.85e-04	0.00e+00	-2	1312
36900000	-1.18e-04	0.00e+00	-3	1255
37350000	-5.87e-05	0.00e+00	-4	832
37800000	-2.29e-05	0.00e+00	-5	406
44072727	-1.80e-07	0.00e+00	-363	232
