avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
240000	4.42e-04	0.00e+00	146	238042
480000	3.71e-04	0.00e+00	145	197972
720000	3.19e-04	0.00e+00	144	169128
960000	2.82e-04	0.00e+00	143	148757
1200000	2.60e-04	0.00e+00	142	135917
1440000	2.42e-04	0.00e+00	141	125857
1680000	2.38e-04	0.00e+00	140	122653
1920000	2.11e-04	0.00e+00	139	107857
2160000	1.98e-04	0.00e+00	138	100590
2400000	1.85e-04	0.00e+00	137	93306
2640000	1.74e-04	0.00e+00	136	87183
2880000	1.61e-04	0.00e+00	135	80234
3120000	1.49e-04	0.00e+00	134	73371
3360000	1.41e-04	0.00e+00	133	69285
3600000	1.34e-04	0.00e+00	132	65137
3840000	1.28e-04	0.00e+00	131	61574
4080000	1.19e-04	0.00e+00	130	57240
4320000	1.13e-04	0.00e+00	129	53903
4560000	1.09e-04	0.00e+00	128	51303
4800000	1.06e-04	0.00e+00	127	49647
5040000	1.01e-04	0.00e+00	126	46988
5280000	9.71e-05	0.00e+00	125	44742
5520000	9.35e-05	0.00e+00	124	42733
5760000	9.08e-05	0.00e+00	123	41136
6000000	8.85e-05	0.00e+00	122	39782
6240000	8.54e-05	0.00e+00	121	38080
6480000	8.21e-05	0.00e+00	120	36292
6720000	7.81e-05	0.00e+00	119	34258
6960000	7.57e-05	0.00e+00	118	32931
7200000	7.31e-05	0.00e+00	117	31531
7440000	7.09e-05	0.00e+00	116	30316
7680000	6.92e-05	0.00e+00	115	29338
7920000	6.76e-05	0.00e+00	114	28411
8160000	6.58e-05	0.00e+00	113	27397
8400000	6.42e-05	0.00e+00	112	26500
8640000	6.33e-05	0.00e+00	111	25908
8880000	6.24e-05	0.00e+00	110	25295
9120000	6.11e-05	0.00e+00	109	24537
9360000	5.96e-05	0.00e+00	108	23731
9600000	5.87e-05	0.00e+00	107	23151
9840000	5.76e-05	0.00e+00	106	22483
10080000	5.65e-05	0.00e+00	105	21851
10320000	5.57e-05	0.00e+00	104	21349
10560000	5.45e-05	0.00e+00	103	20700
10800000	5.36e-05	0.00e+00	102	20141
11040000	5.28e-05	0.00e+00	101	19633
11280000	5.24e-05	0.00e+00	100	19297
11520000	5.14e-05	0.00e+00	99	18756
11760000	5.08e-05	0.00e+00	98	18339
12000000	5.03e-05	0.00e+00	97	17973
12240000	4.98e-05	0.00e+00	96	17622
12480000	4.94e-05	0.00e+00	95	17282
12720000	4.91e-05	0.00e+00	94	17005
12960000	4.91e-05	0.00e+00	93	16822
13200000	4.88e-05	0.00e+00	92	16528
13440000	4.84e-05	0.00e+00	91	16240
13680000	4.82e-05	0.00e+00	90	15989
13919999	4.81e-05	0.00e+00	89	15786
14159999	4.75e-05	0.00e+00	88	15410
14400000	4.74e-05	0.00e+00	87	15197
14639999	4.67e-05	0.00e+00	86	14809
14879999	4.66e-05	0.00e+00	85	14611
15239281	4.61e-05	0.00e+00	167	28381
15719263	4.52e-05	0.00e+00	163	27165
16199245	4.45e-05	0.00e+00	159	26049
16679225	4.45e-05	0.00e+00	155	25439
17159205	4.43e-05	0.00e+00	151	24677
17639183	4.40e-05	0.00e+00	147	23842
18119160	4.37e-05	0.00e+00	143	23041
18599136	4.37e-05	0.00e+00	139	22408
19079111	4.37e-05	0.00e+00	135	21734
19559083	4.39e-05	0.00e+00	131	21172
20039055	4.41e-05	0.00e+00	127	20619
20519024	4.37e-05	0.00e+00	123	19792
20998991	4.31e-05	0.00e+00	119	18922
21478956	4.25e-05	0.00e+00	115	18021
21958918	4.18e-05	0.00e+00	111	17089
22438878	4.12e-05	0.00e+00	107	16237
22918834	4.09e-05	0.00e+00	103	15509
23398787	4.11e-05	0.00e+00	99	14993
23878736	4.10e-05	0.00e+00	95	14351
24358681	4.06e-05	0.00e+00	91	13630
24838620	4.03e-05	0.00e+00	87	12924
25318554	3.96e-05	0.00e+00	83	12124
25798481	3.90e-05	0.00e+00	79	11340
26278400	3.81e-05	0.00e+00	75	10520
26758309	3.65e-05	0.00e+00	71	9551
27238208	3.57e-05	0.00e+00	67	8819
27718095	3.49e-05	0.00e+00	63	8107
28197966	3.43e-05	0.00e+00	59	7447
28677818	3.47e-05	0.00e+00	55	7023
29157647	3.40e-05	0.00e+00	51	6393
29637446	3.41e-05	0.00e+00	47	5909
30117209	3.35e-05	0.00e+00	43	5312
30711578	3.24e-05	0.00e+00	57	6802
31430000	3.01e-05	0.00e+00	48	5328
32255999	2.69e-05	0.00e+00	50	4958
33462857	2.71e-05	0.00e+00	49	4894
0	0.00e+00	0.00e+00	0	4742
43873684	-7.47e-07	0.00e+00	-1425	3920
