avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
450000	1.24e-03	0.00e+00	78	339061
899999	9.47e-04	0.00e+00	77	256139
1350000	8.31e-04	0.00e+00	76	221973
1800000	7.27e-04	0.00e+00	75	191592
2250000	6.58e-04	0.00e+00	74	170981
2700000	5.79e-04	0.00e+00	73	148493
3150000	5.23e-04	0.00e+00	72	132398
3600000	4.82e-04	0.00e+00	71	120160
4050000	4.29e-04	0.00e+00	70	105439
4500000	4.03e-04	0.00e+00	69	97605
4950000	3.91e-04	0.00e+00	68	93509
5400000	3.80e-04	0.00e+00	67	89378
5850000	3.66e-04	0.00e+00	66	84786
6300000	3.39e-04	0.00e+00	65	77333
6750000	3.09e-04	0.00e+00	64	69534
7200000	2.93e-04	0.00e+00	63	64775
7650000	2.83e-04	0.00e+00	62	61697
8100000	2.78e-04	0.00e+00	61	59602
8550000	2.74e-04	0.00e+00	60	57718
9000000	2.68e-04	0.00e+00	59	55628
9450000	2.60e-04	0.00e+00	58	53073
9900000	2.50e-04	0.00e+00	57	50057
10350000	2.38e-04	0.00e+00	56	46729
10800000	2.25e-04	0.00e+00	55	43524
11250000	2.16e-04	0.00e+00	54	40919
11699999	2.07e-04	0.00e+00	53	38530
12150000	1.98e-04	0.00e+00	52	36109
12600000	1.90e-04	0.00e+00	51	33965
13050000	1.85e-04	0.00e+00	50	32485
13500000	1.80e-04	0.00e+00	49	30911
13949999	1.74e-04	0.00e+00	48	29298
14400000	1.69e-04	0.00e+00	47	27895
14850000	1.64e-04	0.00e+00	46	26461
15300000	1.61e-04	0.00e+00	45	25416
15750000	1.59e-04	0.00e+00	44	24552
16200000	1.58e-04	0.00e+00	43	23859
16649999	1.59e-04	0.00e+00	42	23389
17100000	1.58e-04	0.00e+00	41	22768
17550000	1.57e-04	0.00e+00	40	22028
18000000	1.56e-04	0.00e+00	39	21372
18450000	1.54e-04	0.00e+00	38	20517
18900000	1.52e-04	0.00e+00	37	19798
19350000	1.50e-04	0.00e+00	36	18971
19800000	1.48e-04	0.00e+00	35	18140
20250000	1.46e-04	0.00e+00	34	17465
20700000	1.43e-04	0.00e+00	33	16582
21150000	1.42e-04	0.00e+00	32	15972
21600000	1.40e-04	0.00e+00	31	15290
22050000	1.38e-04	0.00e+00	30	14516
22500000	1.36e-04	0.00e+00	29	13894
22950000	1.34e-04	0.00e+00	28	13181
23400000	1.33e-04	0.00e+00	27	12593
23850000	1.32e-04	0.00e+00	26	12039
24300000	1.30e-04	0.00e+00	25	11421
24750000	1.30e-04	0.00e+00	24	10924
25200000	1.30e-04	0.00e+00	23	10467
25650000	1.30e-04	0.00e+00	22	10050
26100000	1.30e-04	0.00e+00	21	9618
26550000	1.32e-04	0.00e+00	20	9250
27000000	1.31e-04	0.00e+00	19	8770
27450000	1.31e-04	0.00e+00	18	8281
27900000	1.32e-04	0.00e+00	17	7906
28350000	1.35e-04	0.00e+00	16	7605
28800000	1.35e-04	0.00e+00	15	7096
29250000	1.31e-04	0.00e+00	14	6461
29699999	1.31e-04	0.00e+00	13	5998
30149999	1.33e-04	0.00e+00	12	5626
30600000	1.35e-04	0.00e+00	11	5209
31050000	1.34e-04	0.00e+00	10	4702
31500000	1.27e-04	0.00e+00	9	4010
31950000	1.20e-04	0.00e+00	8	3367
32400000	1.07e-04	0.00e+00	7	2630
32850000	9.04e-05	0.00e+00	6	1906
33299999	9.30e-05	0.00e+00	5	1634
33750000	7.80e-05	0.00e+00	4	1096
34200000	9.99e-05	0.00e+00	3	1053
34650000	1.52e-04	0.00e+00	2	1070
35100000	3.11e-04	0.00e+00	1	1091
0	0.00e+00	0.00e+00	0	1133
36000000	-3.48e-04	0.00e+00	-1	1221
36450000	-1.75e-04	0.00e+00	-2	1231
36900000	-1.11e-04	0.00e+00	-3	1170
37350000	-5.54e-05	0.00e+00	-4	779
37800000	-1.98e-05	0.00e+00	-5	348
44072727	-1.33e-07	0.00e+00	-363	170
