avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
300000	7.30e-04	0.00e+00	116	311010
600000	5.24e-04	0.00e+00	115	221392
900000	4.59e-04	0.00e+00	114	192317
1200000	4.08e-04	0.00e+00	113	169565
1500000	3.80e-04	0.00e+00	112	156157
1800000	3.53e-04	0.00e+00	111	144000
2100000	3.19e-04	0.00e+00	110	128920
2399999	2.92e-04	0.00e+00	109	116778
2700000	2.69e-04	0.00e+00	108	106872
3000000	2.43e-04	0.00e+00	107	95495
3299999	2.26e-04	0.00e+00	106	88016
3600000	2.11e-04	0.00e+00	105	81481
3899999	1.98e-04	0.00e+00	104	75725
4200000	1.82e-04	0.00e+00	103	68849
4500000	1.73e-04	0.00e+00	102	64987
4800000	1.67e-04	0.00e+00	101	61900
5100000	1.59e-04	0.00e+00	100	58231
5400000	1.50e-04	0.00e+00	99	54518
5700000	1.44e-04	0.00e+00	98	51967
6000000	1.40e-04	0.00e+00	97	49713
6300000	1.33e-04	0.00e+00	96	47049
6600000	1.26e-04	0.00e+00	95	44040
6900000	1.20e-04	0.00e+00	94	41472
7200000	1.15e-04	0.00e+00	93	39408
7500000	1.11e-04	0.00e+00	92	37595
7800000	1.08e-04	0.00e+00	91	36088
8100000	1.04e-04	0.00e+00	90	34496
8400000	1.02e-04	0.00e+00	89	33222
8700000	9.96e-05	0.00e+00	88	32194
9000000	9.75e-05	0.00e+00	87	31145
9300000	9.49e-05	0.00e+00	86	29968
9600000	9.26e-05	0.00e+00	85	28901
9900000	9.06e-05	0.00e+00	84	27943
10200000	8.86e-05	0.00e+00	83	27002
10500000	8.65e-05	0.00e+00	82	26067
10800000	8.45e-05	0.00e+00	81	25151
11100000	8.32e-05	0.00e+00	80	24453
11400000	8.18e-05	0.00e+00	79	23751
11700000	8.04e-05	0.00e+00	78	23050
12000000	7.94e-05	0.00e+00	77	22466
12300000	7.85e-05	0.00e+00	76	21910
12600000	7.78e-05	0.00e+00	75	21435
12900000	7.75e-05	0.00e+00	74	21070
13200000	7.71e-05	0.00e+00	73	20684
13500000	7.65e-05	0.00e+00	72	20244
13800000	7.62e-05	0.00e+00	71	19867
14100000	7.54e-05	0.00e+00	70	19392
14400000	7.48e-05	0.00e+00	69	18952
14700000	7.39e-05	0.00e+00	68	18451
15000000	7.35e-05	0.00e+00	67	18091
15300000	7.27e-05	0.00e+00	66	17620
15600000	7.19e-05	0.00e+00	65	17158
15900000	7.11e-05	0.00e+00	64	16710
16200000	7.04e-05	0.00e+00	63	16295
16500000	7.03e-05	0.00e+00	62	16014
16800000	7.05e-05	0.00e+00	61	15790
17100000	7.03e-05	0.00e+00	60	15503
17400000	6.98e-05	0.00e+00	59	15131
17700000	6.96e-05	0.00e+00	58	14827
18000000	6.93e-05	0.00e+00	57	14518
18300000	6.94e-05	0.00e+00	56	14267
18600000	6.91e-05	0.00e+00	55	13969
18900000	6.92e-05	0.00e+00	54	13735
19200000	6.95e-05	0.00e+00	53	13527
19500000	6.96e-05	0.00e+00	52	13295
19800000	6.97e-05	0.00e+00	51	13053
20100000	6.98e-05	0.00e+00	50	12813
20400000	6.95e-05	0.00e+00	49	12514
20700000	6.90e-05	0.00e+00	48	12172
21000000	6.85e-05	0.00e+00	47	11825
21300000	6.80e-05	0.00e+00	46	11490
21600000	6.71e-05	0.00e+00	45	11092
21900000	6.64e-05	0.00e+00	44	10726
22200000	6.60e-05	0.00e+00	43	10421
22500000	6.55e-05	0.00e+00	42	10108
22800000	6.47e-05	0.00e+00	41	9746
23100000	6.53e-05	0.00e+00	40	9588
23400000	6.53e-05	0.00e+00	39	9350
23700000	6.56e-05	0.00e+00	38	9164
24000000	6.53e-05	0.00e+00	37	8869
24300000	6.48e-05	0.00e+00	36	8576
24600000	6.43e-05	0.00e+00	35	8267
24900000	6.43e-05	0.00e+00	34	8029
25200000	6.35e-05	0.00e+00	33	7699
25500000	6.28e-05	0.00e+00	32	7380
25947540	6.20e-05	0.00e+00	61	13899
26547368	5.95e-05	0.00e+00	57	12463
27147169	5.74e-05	0.00e+00	53	11170
27746938	5.58e-05	0.00e+00	49	10047
28346666	5.54e-05	0.00e+00	45	9166
28946341	5.54e-05	0.00e+00	41	8338
29545945	5.52e-05	0.00e+00	37	7498
30145454	5.44e-05	0.00e+00	33	6598
30744827	5.27e-05	0.00e+00	29	5616
31343999	5.05e-05	0.00e+00	25	4641
32080000	4.54e-05	0.00e+00	30	5000
33092307	4.31e-05	0.00e+00	26	4118
34200000	1.06e-04	0.00e+00	10	3884
36000000	-9.54e-05	0.00e+00	-10	3504
43883333	-8.29e-07	0.00e+00	-936	2850
