avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
240000	4.36e-04	0.00e+00	147	214620
480000	3.46e-04	0.00e+00	146	168962
720000	2.79e-04	0.00e+00	145	135606
960000	2.62e-04	0.00e+00	144	126552
1200000	2.39e-04	0.00e+00	143	114314
1440000	2.23e-04	0.00e+00	142	105971
1680000	2.10e-04	0.00e+00	141	99236
1920000	1.97e-04	0.00e+00	140	92340
2160000	1.81e-04	0.00e+00	139	84385
2400000	1.72e-04	0.00e+00	138	79679
2640000	1.60e-04	0.00e+00	137	73207
2880000	1.52e-04	0.00e+00	136	69221
3120000	1.44e-04	0.00e+00	135	64918
3360000	1.33e-04	0.00e+00	134	59538
3600000	1.26e-04	0.00e+00	133	56011
3840000	1.22e-04	0.00e+00	132	53916
4080000	1.16e-04	0.00e+00	131	50928
4320000	1.11e-04	0.00e+00	130	48178
4560000	1.07e-04	0.00e+00	129	46118
4800000	1.04e-04	0.00e+00	128	44403
5040000	9.99e-05	0.00e+00	127	42472
5280000	9.70e-05	0.00e+00	126	40908
5520000	9.36e-05	0.00e+00	125	39170
5760000	9.22e-05	0.00e+00	124	38265
6000000	8.95e-05	0.00e+00	123	36857
6240000	8.81e-05	0.00e+00	122	35990
6480000	8.56e-05	0.00e+00	121	34691
6720000	8.42e-05	0.00e+00	120	33825
6960000	8.20e-05	0.00e+00	119	32681
7200000	8.11e-05	0.00e+00	118	32032
7440000	7.90e-05	0.00e+00	117	30950
7680000	7.74e-05	0.00e+00	116	30062
7920000	7.53e-05	0.00e+00	115	29009
8160000	7.35e-05	0.00e+00	114	28043
8400000	7.19e-05	0.00e+00	113	27221
8640000	7.03e-05	0.00e+00	112	26360
8880000	6.85e-05	0.00e+00	111	25451
9120000	6.70e-05	0.00e+00	110	24662
9360000	6.58e-05	0.00e+00	109	24011
9600000	6.47e-05	0.00e+00	108	23384
9839999	6.35e-05	0.00e+00	107	22755
10080000	6.25e-05	0.00e+00	106	22188
10320000	6.13e-05	0.00e+00	105	21554
10560000	6.09e-05	0.00e+00	104	21204
10800000	6.06e-05	0.00e+00	103	20894
11040000	6.03e-05	0.00e+00	102	20581
11280000	6.02e-05	0.00e+00	101	20376
11520000	5.95e-05	0.00e+00	100	19927
11760000	5.93e-05	0.00e+00	99	19670
12000000	5.97e-05	0.00e+00	98	19603
12240000	5.93e-05	0.00e+00	97	19271
12479999	5.85e-05	0.00e+00	96	18801
12720000	5.79e-05	0.00e+00	95	18427
12960000	5.68e-05	0.00e+00	94	17885
13200000	5.48e-05	0.00e+00	93	17063
13440000	5.41e-05	0.00e+00	92	16676
13679999	5.34e-05	0.00e+00	91	16279
13920000	5.32e-05	0.00e+00	90	16035
14160000	5.19e-05	0.00e+00	89	15478
14400000	5.12e-05	0.00e+00	88	15080
14640000	4.97e-05	0.00e+00	87	14487
14880000	4.96e-05	0.00e+00	86	14279
15120000	4.95e-05	0.00e+00	85	14088
15360000	4.95e-05	0.00e+00	84	13917
15600000	4.98e-05	0.00e+00	83	13840
15959263	4.85e-05	0.00e+00	163	26486
16439245	4.64e-05	0.00e+00	159	24686
16919225	4.50e-05	0.00e+00	155	23335
17399205	4.40e-05	0.00e+00	151	22265
17879183	4.32e-05	0.00e+00	147	21250
18359160	4.24e-05	0.00e+00	143	20280
18839136	4.16e-05	0.00e+00	139	19340
19319111	4.10e-05	0.00e+00	135	18518
19799083	4.08e-05	0.00e+00	131	17892
20279055	4.06e-05	0.00e+00	127	17258
20759024	4.06e-05	0.00e+00	123	16724
21238991	4.07e-05	0.00e+00	119	16209
21718956	4.12e-05	0.00e+00	115	15879
22198918	4.16e-05	0.00e+00	111	15452
22678878	4.18e-05	0.00e+00	107	14959
23158834	4.19e-05	0.00e+00	103	14447
23638787	4.23e-05	0.00e+00	99	14010
24118736	4.22e-05	0.00e+00	95	13437
24598681	4.17e-05	0.00e+00	91	12701
25078620	4.16e-05	0.00e+00	87	12109
25558554	4.17e-05	0.00e+00	83	11579
26038481	4.15e-05	0.00e+00	79	10974
26518400	4.09e-05	0.00e+00	75	10275
26998309	3.85e-05	0.00e+00	71	9161
27478208	3.74e-05	0.00e+00	67	8389
27958095	3.61e-05	0.00e+00	63	7620
28437966	3.61e-05	0.00e+00	59	7142
28917818	3.55e-05	0.00e+00	55	6542
29513600	3.46e-05	0.00e+00	75	8690
30232727	3.36e-05	0.00e+00	66	7419
30951578	3.41e-05	0.00e+00	57	6512
31780645	3.16e-05	0.00e+00	62	6563
32933333	2.66e-05	0.00e+00	63	5606
34128000	6.99e-05	0.00e+00	25	5852
43937454	-9.83e-07	0.00e+00	-1375	4525
