avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
59999	5.02e-05	0.00e+00	573	101579
120000	2.88e-05	0.00e+00	572	58119
180000	2.43e-05	0.00e+00	571	48999
239999	2.33e-05	0.00e+00	570	46939
300000	2.35e-05	0.00e+00	569	47119
360000	2.26e-05	0.00e+00	568	45408
420000	2.19e-05	0.00e+00	567	43857
480000	2.10e-05	0.00e+00	566	42053
540000	1.94e-05	0.00e+00	565	38605
600000	1.86e-05	0.00e+00	564	37025
660000	1.76e-05	0.00e+00	563	35062
720000	1.70e-05	0.00e+00	562	33656
809973	1.66e-05	0.00e+00	1121	65629
929973	1.57e-05	0.00e+00	1117	61931
1049973	1.50e-05	0.00e+00	1113	59056
1169972	1.51e-05	0.00e+00	1109	58932
1289972	1.49e-05	0.00e+00	1105	58283
1409972	1.42e-05	0.00e+00	1101	55378
1529972	1.37e-05	0.00e+00	1097	53230
1649972	1.34e-05	0.00e+00	1093	51794
1769972	1.31e-05	0.00e+00	1089	50525
1889972	1.31e-05	0.00e+00	1085	50240
2009972	1.23e-05	0.00e+00	1081	47036
2129972	1.17e-05	0.00e+00	1077	44359
2249972	1.18e-05	0.00e+00	1073	44726
2369971	1.14e-05	0.00e+00	1069	42941
2489971	1.08e-05	0.00e+00	1065	40668
2609971	1.02e-05	0.00e+00	1061	38226
2729971	9.77e-06	0.00e+00	1057	36463
2849971	9.44e-06	0.00e+00	1053	35092
2969971	9.03e-06	0.00e+00	1049	33450
3089971	9.12e-06	0.00e+00	1045	33634
3209971	8.72e-06	0.00e+00	1041	32065
3329971	8.44e-06	0.00e+00	1037	30909
3449970	8.50e-06	0.00e+00	1033	31010
3569970	8.22e-06	0.00e+00	1029	29876
3719921	8.01e-06	0.00e+00	1536	43415
3899921	7.80e-06	0.00e+00	1527	42073
4079920	7.36e-06	0.00e+00	1518	39439
4259920	7.11e-06	0.00e+00	1509	37885
4439920	6.95e-06	0.00e+00	1500	36822
4619919	6.84e-06	0.00e+00	1491	36023
4799919	6.69e-06	0.00e+00	1482	34981
4979918	6.61e-06	0.00e+00	1473	34361
5159918	6.49e-06	0.00e+00	1464	33562
5339917	6.45e-06	0.00e+00	1455	33119
5519917	6.28e-06	0.00e+00	1446	32083
5699916	6.37e-06	0.00e+00	1437	32318
5879915	6.05e-06	0.00e+00	1428	30478
6059915	5.74e-06	0.00e+00	1419	28743
6239914	5.57e-06	0.00e+00	1410	27732
6449839	5.43e-06	0.00e+00	1866	35779
6689837	5.26e-06	0.00e+00	1850	34344
6929836	5.10e-06	0.00e+00	1834	33007
7169834	5.01e-06	0.00e+00	1818	32148
7409833	4.89e-06	0.00e+00	1802	31126
7649832	4.78e-06	0.00e+00	1786	30161
7889830	4.66e-06	0.00e+00	1770	29116
8129828	4.59e-06	0.00e+00	1754	28450
8369827	4.52e-06	0.00e+00	1738	27751
8609825	4.43e-06	0.00e+00	1722	26904
8879718	4.35e-06	0.00e+00	2130	32679
9179714	4.28e-06	0.00e+00	2105	31808
9479711	4.20e-06	0.00e+00	2080	30828
9779708	4.11e-06	0.00e+00	2055	29844
10079704	4.04e-06	0.00e+00	2030	28981
10379700	4.03e-06	0.00e+00	2005	28504
10679696	3.99e-06	0.00e+00	1980	27896
10979693	3.92e-06	0.00e+00	1955	27064
11279689	3.85e-06	0.00e+00	1930	26210
11609540	3.78e-06	0.00e+00	2283	30455
11969532	3.71e-06	0.00e+00	2247	29393
12329525	3.64e-06	0.00e+00	2211	28398
12689517	3.60e-06	0.00e+00	2175	27649
13049509	3.53e-06	0.00e+00	2139	26673
13409500	3.49e-06	0.00e+00	2103	25878
13769492	3.44e-06	0.00e+00	2067	25123
14159289	3.37e-06	0.00e+00	2366	28156
14579274	3.27e-06	0.00e+00	2317	26723
14999259	3.14e-06	0.00e+00	2268	25141
15449004	3.02e-06	0.00e+00	2532	27034
15928978	2.93e-06	0.00e+00	2468	25541
16438666	2.85e-06	0.00e+00	2700	27122
16978625	2.79e-06	0.00e+00	2619	25762
17548241	2.68e-06	0.00e+00	2815	26620
18148176	2.62e-06	0.00e+00	2715	25085
18777701	2.53e-06	0.00e+00	2871	25668
19437599	2.52e-06	0.00e+00	2750	24418
20127002	2.50e-06	0.00e+00	2862	25238
20876283	2.48e-06	0.00e+00	2938	25675
21656056	2.52e-06	0.00e+00	2769	24611
22465112	2.56e-06	0.00e+00	2793	25223
23304743	2.62e-06	0.00e+00	2597	24008
24173450	2.65e-06	0.00e+00	2565	23980
25130709	2.65e-06	0.00e+00	2635	24663
26178254	2.71e-06	0.00e+00	2475	23657
27341355	2.77e-06	0.00e+00	2478	24239
28679895	2.89e-06	0.00e+00	2292	23401
30289411	3.12e-06	0.00e+00	2108	23233
44169942	-2.55e-07	0.00e+00	-24500	22089
