avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
30000	2.73e-05	0.00e+00	1138	121031
60000	1.45e-05	0.00e+00	1137	64012
90000	1.07e-05	0.00e+00	1136	47462
134993	7.12e-06	0.00e+00	2269	62921
194993	6.14e-06	0.00e+00	2265	54133
254993	5.96e-06	0.00e+00	2261	52495
314993	6.19e-06	0.00e+00	2257	54376
374993	6.12e-06	0.00e+00	2253	53706
434993	5.87e-06	0.00e+00	2249	51441
494993	5.63e-06	0.00e+00	2245	49235
554993	5.20e-06	0.00e+00	2241	45349
614993	4.86e-06	0.00e+00	2237	42328
674993	4.49e-06	0.00e+00	2233	39068
734993	4.31e-06	0.00e+00	2229	37448
794993	4.31e-06	0.00e+00	2225	37347
854993	4.23e-06	0.00e+00	2221	36615
914993	4.29e-06	0.00e+00	2217	37039
989981	4.04e-06	0.00e+00	3318	52139
1079981	3.72e-06	0.00e+00	3309	47884
1169981	3.54e-06	0.00e+00	3300	45452
1259981	3.45e-06	0.00e+00	3291	44239
1349981	3.46e-06	0.00e+00	3282	44162
1439981	3.41e-06	0.00e+00	3273	43433
1529981	3.45e-06	0.00e+00	3264	43819
1619981	3.40e-06	0.00e+00	3255	43060
1709981	3.43e-06	0.00e+00	3246	43301
1799981	3.31e-06	0.00e+00	3237	41666
1889981	3.23e-06	0.00e+00	3228	40654
1979981	3.12e-06	0.00e+00	3219	39149
2069981	3.05e-06	0.00e+00	3210	38108
2159981	2.98e-06	0.00e+00	3201	37162
2249981	2.95e-06	0.00e+00	3192	36687
2339981	2.87e-06	0.00e+00	3183	35590
2444964	2.75e-06	0.00e+00	4230	45358
2564964	2.66e-06	0.00e+00	4214	43642
2684964	2.57e-06	0.00e+00	4198	41998
2804964	2.45e-06	0.00e+00	4182	39872
2924963	2.32e-06	0.00e+00	4166	37622
3044963	2.24e-06	0.00e+00	4150	36259
3164963	2.20e-06	0.00e+00	4134	35476
3284963	2.14e-06	0.00e+00	4118	34266
3419941	2.09e-06	0.00e+00	5125	41692
3569941	1.99e-06	0.00e+00	5100	39615
3719940	1.93e-06	0.00e+00	5075	38088
3869940	1.85e-06	0.00e+00	5050	36410
4019940	1.81e-06	0.00e+00	5025	35381
4169940	1.79e-06	0.00e+00	5000	34761
4319939	1.76e-06	0.00e+00	4975	34142
4484911	1.69e-06	0.00e+00	5937	39092
4664911	1.63e-06	0.00e+00	5901	37471
4844910	1.58e-06	0.00e+00	5865	36003
5024909	1.54e-06	0.00e+00	5829	34936
5204909	1.49e-06	0.00e+00	5793	33628
5399874	1.45e-06	0.00e+00	6713	37806
5609873	1.41e-06	0.00e+00	6664	36518
5819873	1.37e-06	0.00e+00	6615	35297
6029872	1.33e-06	0.00e+00	6566	34055
6254830	1.29e-06	0.00e+00	7444	37346
6494829	1.25e-06	0.00e+00	7380	35889
6734827	1.21e-06	0.00e+00	7316	34551
6974826	1.18e-06	0.00e+00	7252	33352
7229777	1.15e-06	0.00e+00	8082	36214
7499775	1.12e-06	0.00e+00	8001	34764
7769772	1.09e-06	0.00e+00	7920	33648
8054715	1.07e-06	0.00e+00	8705	36347
8354712	1.05e-06	0.00e+00	8605	35338
8654708	1.04e-06	0.00e+00	8505	34494
8954705	1.01e-06	0.00e+00	8405	33173
9269638	9.85e-07	0.00e+00	9130	35003
9599633	9.68e-07	0.00e+00	9009	33955
9929628	9.54e-07	0.00e+00	8888	33002
10274551	9.33e-07	0.00e+00	9558	34706
10634544	9.10e-07	0.00e+00	9414	33364
11009455	8.85e-07	0.00e+00	10036	34565
11399446	8.69e-07	0.00e+00	9867	33398
11789436	8.60e-07	0.00e+00	9698	32467
12194334	8.64e-07	0.00e+00	10255	34493
12614321	8.66e-07	0.00e+00	10059	33909
13034308	8.65e-07	0.00e+00	9863	33232
13454293	8.56e-07	0.00e+00	9667	32218
13889171	8.35e-07	0.00e+00	10140	32950
14354034	8.21e-07	0.00e+00	10568	33802
14834010	8.11e-07	0.00e+00	10312	32563
15328853	7.98e-07	0.00e+00	10676	33170
15853677	7.82e-07	0.00e+00	10989	33460
16408479	7.59e-07	0.00e+00	11248	33250
16993257	7.40e-07	0.00e+00	11450	32992
17593194	7.36e-07	0.00e+00	11050	31662
18207932	7.29e-07	0.00e+00	11172	31726
18867411	7.20e-07	0.00e+00	11730	32876
19572045	7.09e-07	0.00e+00	11676	32227
20306623	7.05e-07	0.00e+00	11550	31707
21085825	6.90e-07	0.00e+00	11772	31621
21939484	6.63e-07	0.00e+00	12225	31550
22897310	6.43e-07	0.00e+00	12767	31967
23974374	6.24e-07	0.00e+00	12901	31338
25213020	5.93e-07	0.00e+00	13410	30973
26713333	5.75e-07	0.00e+00	13860	31014
28720840	5.41e-07	0.00e+00	14637	30816
44616330	-8.01e-08	0.00e+00	-98427	30715
