avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
30000	3.03e-05	0.00e+00	1138	128999
60000	1.73e-05	0.00e+00	1137	73489
90000	1.27e-05	0.00e+00	1136	54141
134993	6.87e-06	0.00e+00	2269	58343
194993	5.58e-06	0.00e+00	2265	47360
254993	5.46e-06	0.00e+00	2261	46209
314993	5.60e-06	0.00e+00	2257	47295
374993	5.57e-06	0.00e+00	2253	46969
434993	5.38e-06	0.00e+00	2249	45291
494993	5.43e-06	0.00e+00	2245	45655
554993	5.05e-06	0.00e+00	2241	42384
614993	4.81e-06	0.00e+00	2237	40310
674993	4.56e-06	0.00e+00	2233	38096
734993	4.23e-06	0.00e+00	2229	35335
809982	4.17e-06	0.00e+00	3336	52121
899981	3.98e-06	0.00e+00	3327	49599
989981	3.76e-06	0.00e+00	3318	46778
1079981	3.65e-06	0.00e+00	3309	45170
1169981	3.43e-06	0.00e+00	3300	42355
1259981	3.32e-06	0.00e+00	3291	40909
1349981	3.28e-06	0.00e+00	3282	40340
1439981	3.38e-06	0.00e+00	3273	41439
1529981	3.23e-06	0.00e+00	3264	39486
1619981	3.26e-06	0.00e+00	3255	39763
1709981	2.98e-06	0.00e+00	3246	36197
1799981	2.94e-06	0.00e+00	3237	35616
1889981	2.86e-06	0.00e+00	3228	34604
1979981	2.94e-06	0.00e+00	3219	35393
2069981	2.89e-06	0.00e+00	3210	34703
2174964	2.75e-06	0.00e+00	4266	43885
2294964	2.73e-06	0.00e+00	4250	43387
2414964	2.74e-06	0.00e+00	4234	43469
2534964	2.71e-06	0.00e+00	4218	42827
2654964	2.66e-06	0.00e+00	4202	41834
2774964	2.62e-06	0.00e+00	4186	41045
2894964	2.53e-06	0.00e+00	4170	39516
3014963	2.52e-06	0.00e+00	4154	39198
3134963	2.46e-06	0.00e+00	4138	38117
3254963	2.43e-06	0.00e+00	4122	37459
3374963	2.32e-06	0.00e+00	4106	35656
3494963	2.26e-06	0.00e+00	4090	34560
3614963	2.18e-06	0.00e+00	4074	33259
3749940	2.06e-06	0.00e+00	5070	39066
3899940	1.96e-06	0.00e+00	5045	37021
4049940	1.89e-06	0.00e+00	5020	35606
4199939	1.83e-06	0.00e+00	4995	34287
4349939	1.79e-06	0.00e+00	4970	33261
4499939	1.75e-06	0.00e+00	4945	32475
4649939	1.76e-06	0.00e+00	4920	32460
4799938	1.80e-06	0.00e+00	4895	33014
4949938	1.79e-06	0.00e+00	4870	32612
5114909	1.71e-06	0.00e+00	5811	37307
5294909	1.68e-06	0.00e+00	5775	36335
5474908	1.62e-06	0.00e+00	5739	34779
5654907	1.56e-06	0.00e+00	5703	33339
5834907	1.50e-06	0.00e+00	5667	31781
6029872	1.44e-06	0.00e+00	6566	35319
6239871	1.38e-06	0.00e+00	6517	33571
6449870	1.32e-06	0.00e+00	6468	31978
6674828	1.27e-06	0.00e+00	7332	34819
6914826	1.23e-06	0.00e+00	7268	33481
7154825	1.20e-06	0.00e+00	7204	32368
7394823	1.18e-06	0.00e+00	7140	31641
7649773	1.17e-06	0.00e+00	7956	34710
7919771	1.15e-06	0.00e+00	7875	33876
8189769	1.13e-06	0.00e+00	7794	33065
8459766	1.11e-06	0.00e+00	7713	31985
8729764	1.08e-06	0.00e+00	7632	30964
9014704	1.05e-06	0.00e+00	8385	33004
9314701	1.02e-06	0.00e+00	8285	31684
9629633	9.95e-07	0.00e+00	8998	33533
9959628	9.70e-07	0.00e+00	8877	32256
10289623	9.49e-07	0.00e+00	8756	31127
10634544	9.20e-07	0.00e+00	9414	32437
10994537	8.95e-07	0.00e+00	9270	31067
11369447	8.68e-07	0.00e+00	9880	32106
11759437	8.38e-07	0.00e+00	9711	30489
12164335	8.19e-07	0.00e+00	10269	31500
12599221	8.02e-07	0.00e+00	10785	32372
13049204	7.89e-07	0.00e+00	10560	31211
13499187	7.82e-07	0.00e+00	10335	30272
13964053	7.62e-07	0.00e+00	10776	30729
14458904	7.44e-07	0.00e+00	11169	31108
14983737	7.16e-07	0.00e+00	11511	30860
15538550	6.97e-07	0.00e+00	11799	30798
16123341	6.83e-07	0.00e+00	12030	30785
16738106	6.65e-07	0.00e+00	12201	30391
17382841	6.48e-07	0.00e+00	12309	29863
18072320	6.34e-07	0.00e+00	12876	30573
18806953	6.26e-07	0.00e+00	12800	30022
19586255	6.15e-07	0.00e+00	13122	30222
20425414	6.04e-07	0.00e+00	13282	30056
21324392	6.02e-07	0.00e+00	13268	29904
22283131	6.05e-07	0.00e+00	13068	29602
23316044	6.16e-07	0.00e+00	13014	30000
24452642	6.11e-07	0.00e+00	12940	29591
25750285	6.02e-07	0.00e+00	13160	29654
27280700	6.17e-07	0.00e+00	12796	29560
29181284	6.44e-07	0.00e+00	12099	29199
44406863	-7.76e-08	0.00e+00	-99879	29013
