avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
240000	4.83e-04	0.00e+00	145	255480
480000	3.76e-04	0.00e+00	144	197765
720000	2.92e-04	0.00e+00	143	152402
960000	2.62e-04	0.00e+00	142	135866
1200000	2.39e-04	0.00e+00	141	123136
1440000	2.28e-04	0.00e+00	140	116330
1680000	2.14e-04	0.00e+00	139	108826
1920000	2.05e-04	0.00e+00	138	103294
2160000	1.92e-04	0.00e+00	137	96244
2400000	1.82e-04	0.00e+00	136	90261
2640000	1.70e-04	0.00e+00	135	83549
2880000	1.57e-04	0.00e+00	134	76884
3120000	1.47e-04	0.00e+00	133	71476
3360000	1.37e-04	0.00e+00	132	65773
3600000	1.29e-04	0.00e+00	131	61855
3840000	1.24e-04	0.00e+00	130	58910
4080000	1.19e-04	0.00e+00	129	56227
4320000	1.15e-04	0.00e+00	128	53650
4560000	1.11e-04	0.00e+00	127	51492
4800000	1.08e-04	0.00e+00	126	49712
5040000	1.04e-04	0.00e+00	125	47680
5280000	1.00e-04	0.00e+00	124	45373
5520000	9.61e-05	0.00e+00	123	43144
5760000	9.39e-05	0.00e+00	122	41809
6000000	9.09e-05	0.00e+00	121	40144
6240000	8.73e-05	0.00e+00	120	38255
6480000	8.41e-05	0.00e+00	119	36513
6720000	8.12e-05	0.00e+00	118	34980
6960000	7.93e-05	0.00e+00	117	33882
7200000	7.67e-05	0.00e+00	116	32471
7440000	7.41e-05	0.00e+00	115	31120
7680000	7.19e-05	0.00e+00	114	29920
7920000	7.00e-05	0.00e+00	113	28876
8160000	6.86e-05	0.00e+00	112	28051
8400000	6.75e-05	0.00e+00	111	27346
8640000	6.64e-05	0.00e+00	110	26645
8880000	6.57e-05	0.00e+00	109	26122
9120000	6.46e-05	0.00e+00	108	25484
9360000	6.36e-05	0.00e+00	107	24845
9600000	6.29e-05	0.00e+00	106	24350
9840000	6.21e-05	0.00e+00	105	23808
10080000	6.16e-05	0.00e+00	104	23398
10320000	6.08e-05	0.00e+00	103	22860
10560000	5.97e-05	0.00e+00	102	22241
10800000	5.83e-05	0.00e+00	101	21489
11040000	5.70e-05	0.00e+00	100	20789
11280000	5.58e-05	0.00e+00	99	20176
11520000	5.51e-05	0.00e+00	98	19722
11760000	5.42e-05	0.00e+00	97	19196
12000000	5.41e-05	0.00e+00	96	18961
12240000	5.43e-05	0.00e+00	95	18828
12480000	5.44e-05	0.00e+00	94	18652
12720000	5.40e-05	0.00e+00	93	18342
12960000	5.35e-05	0.00e+00	92	17973
13200000	5.34e-05	0.00e+00	91	17736
13440000	5.29e-05	0.00e+00	90	17387
13680000	5.22e-05	0.00e+00	89	16950
13920000	5.14e-05	0.00e+00	88	16497
14160000	5.08e-05	0.00e+00	87	16140
14400000	5.07e-05	0.00e+00	86	15913
14640000	5.06e-05	0.00e+00	85	15700
14880000	5.04e-05	0.00e+00	84	15463
15120000	5.02e-05	0.00e+00	83	15201
15360000	5.00e-05	0.00e+00	82	14960
15600000	4.99e-05	0.00e+00	81	14743
15959245	4.92e-05	0.00e+00	159	28562
16439225	4.84e-05	0.00e+00	155	27399
16919205	4.75e-05	0.00e+00	151	26205
17399183	4.71e-05	0.00e+00	147	25254
17879160	4.67e-05	0.00e+00	143	24397
18359136	4.66e-05	0.00e+00	139	23648
18839111	4.66e-05	0.00e+00	135	22953
19319083	4.64e-05	0.00e+00	131	22200
19799055	4.63e-05	0.00e+00	127	21486
20279024	4.63e-05	0.00e+00	123	20798
20758991	4.61e-05	0.00e+00	119	20010
21238956	4.56e-05	0.00e+00	115	19141
21718918	4.52e-05	0.00e+00	111	18314
22198878	4.50e-05	0.00e+00	107	17576
22678834	4.43e-05	0.00e+00	103	16640
23158787	4.38e-05	0.00e+00	99	15835
23638736	4.35e-05	0.00e+00	95	15095
24118681	4.28e-05	0.00e+00	91	14212
24598620	4.13e-05	0.00e+00	87	13107
25078554	3.97e-05	0.00e+00	83	12021
25558481	3.85e-05	0.00e+00	79	11107
26038400	3.80e-05	0.00e+00	75	10417
26518309	3.71e-05	0.00e+00	71	9614
26998208	3.56e-05	0.00e+00	67	8708
27478095	3.40e-05	0.00e+00	63	7809
27957966	3.30e-05	0.00e+00	59	7098
28437818	3.25e-05	0.00e+00	55	6532
28917647	3.18e-05	0.00e+00	51	5923
29513043	3.09e-05	0.00e+00	69	7772
30232000	3.11e-05	0.00e+00	60	6811
30950588	3.14e-05	0.00e+00	51	5848
31777777	2.97e-05	0.00e+00	54	5857
32826666	2.63e-05	0.00e+00	45	4325
33760000	6.58e-05	0.00e+00	18	4321
43776842	-7.56e-07	0.00e+00	-1482	4088
