avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
390000	9.20e-04	0.00e+00	91	290399
780000	6.90e-04	0.00e+00	90	215191
1170000	6.15e-04	0.00e+00	89	189821
1560000	5.73e-04	0.00e+00	88	174953
1950000	5.10e-04	0.00e+00	87	153976
2340000	4.72e-04	0.00e+00	86	140786
2730000	4.31e-04	0.00e+00	85	127100
3119999	4.05e-04	0.00e+00	84	117870
3510000	3.68e-04	0.00e+00	83	105892
3900000	3.40e-04	0.00e+00	82	96749
4290000	3.25e-04	0.00e+00	81	91247
4680000	3.04e-04	0.00e+00	80	84380
5070000	2.85e-04	0.00e+00	79	78006
5460000	2.67e-04	0.00e+00	78	72264
5850000	2.50e-04	0.00e+00	77	66661
6240000	2.35e-04	0.00e+00	76	61892
6630000	2.23e-04	0.00e+00	75	57922
7020000	2.15e-04	0.00e+00	74	55191
7410000	2.07e-04	0.00e+00	73	52272
7800000	1.97e-04	0.00e+00	72	49279
8189999	1.90e-04	0.00e+00	71	46850
8580000	1.85e-04	0.00e+00	70	44793
8970000	1.81e-04	0.00e+00	69	43418
9360000	1.78e-04	0.00e+00	68	41921
9750000	1.75e-04	0.00e+00	67	40576
10140000	1.70e-04	0.00e+00	66	38869
10530000	1.64e-04	0.00e+00	65	36918
10920000	1.58e-04	0.00e+00	64	34988
11310000	1.55e-04	0.00e+00	63	33827
11700000	1.53e-04	0.00e+00	62	32941
12090000	1.52e-04	0.00e+00	61	32167
12480000	1.50e-04	0.00e+00	60	31280
12870000	1.49e-04	0.00e+00	59	30488
13260000	1.48e-04	0.00e+00	58	29701
13650000	1.46e-04	0.00e+00	57	28901
14040000	1.44e-04	0.00e+00	56	28026
14430000	1.44e-04	0.00e+00	55	27427
14820000	1.42e-04	0.00e+00	54	26567
15210000	1.38e-04	0.00e+00	53	25326
15599999	1.33e-04	0.00e+00	52	24026
15990000	1.29e-04	0.00e+00	51	22807
16379999	1.26e-04	0.00e+00	50	21870
16770000	1.24e-04	0.00e+00	49	21004
17160000	1.22e-04	0.00e+00	48	20351
17550000	1.22e-04	0.00e+00	47	19937
17940000	1.20e-04	0.00e+00	46	19121
18330000	1.18e-04	0.00e+00	45	18405
18720000	1.18e-04	0.00e+00	44	17946
19110000	1.17e-04	0.00e+00	43	17434
19500000	1.15e-04	0.00e+00	42	16806
19890000	1.14e-04	0.00e+00	41	16188
20280000	1.12e-04	0.00e+00	40	15559
20670000	1.10e-04	0.00e+00	39	14886
21060000	1.07e-04	0.00e+00	38	14149
21450000	1.07e-04	0.00e+00	37	13739
21840000	1.06e-04	0.00e+00	36	13285
22230000	1.06e-04	0.00e+00	35	12872
22620000	1.05e-04	0.00e+00	34	12380
23010000	1.05e-04	0.00e+00	33	12002
23400000	1.04e-04	0.00e+00	32	11490
23790000	1.03e-04	0.00e+00	31	11041
24180000	1.02e-04	0.00e+00	30	10620
24570000	1.02e-04	0.00e+00	29	10206
24960000	1.02e-04	0.00e+00	28	9947
25350000	1.03e-04	0.00e+00	27	9636
25740000	1.02e-04	0.00e+00	26	9153
26130000	1.00e-04	0.00e+00	25	8710
26520000	1.00e-04	0.00e+00	24	8362
26909999	1.01e-04	0.00e+00	23	8033
27300000	1.01e-04	0.00e+00	22	7702
27690000	1.01e-04	0.00e+00	21	7339
28079999	1.01e-04	0.00e+00	20	7019
28470000	1.01e-04	0.00e+00	19	6670
28860000	1.01e-04	0.00e+00	18	6295
29250000	1.04e-04	0.00e+00	17	6133
29640000	1.07e-04	0.00e+00	16	5932
30030000	1.07e-04	0.00e+00	15	5549
30420000	1.04e-04	0.00e+00	14	5051
30810000	1.01e-04	0.00e+00	13	4575
31200000	9.68e-05	0.00e+00	12	4029
31590000	8.87e-05	0.00e+00	11	3382
31980000	8.10e-05	0.00e+00	10	2807
32369999	7.29e-05	0.00e+00	9	2276
32759999	6.07e-05	0.00e+00	8	1683
33150000	4.91e-05	0.00e+00	7	1192
33540000	4.38e-05	0.00e+00	6	911
33930000	4.55e-05	0.00e+00	5	788
34320000	5.75e-05	0.00e+00	4	798
34710000	8.19e-05	0.00e+00	3	852
35100000	1.28e-04	0.00e+00	2	887
35490000	2.90e-04	0.00e+00	1	1004
0	0.00e+00	0.00e+00	0	1131
36270000	-3.39e-04	0.00e+00	-1	1174
36660000	-1.48e-04	0.00e+00	-2	1025
37050000	-8.45e-05	0.00e+00	-3	879
37440000	-4.72e-05	0.00e+00	-4	654
37830000	-2.05e-05	0.00e+00	-5	356
38220000	-1.10e-05	0.00e+00	-6	229
44357368	-6.80e-08	0.00e+00	-475	112
