avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
300000	7.21e-04	0.00e+00	115	299527
600000	5.18e-04	0.00e+00	114	213369
900000	4.32e-04	0.00e+00	113	176318
1200000	3.75e-04	0.00e+00	112	151690
1500000	3.59e-04	0.00e+00	111	143967
1800000	3.37e-04	0.00e+00	110	134134
2100000	3.11e-04	0.00e+00	109	122528
2400000	2.88e-04	0.00e+00	108	112408
2700000	2.65e-04	0.00e+00	107	102516
3000000	2.42e-04	0.00e+00	106	92766
3300000	2.21e-04	0.00e+00	105	83752
3600000	2.06e-04	0.00e+00	104	77388
3900000	1.95e-04	0.00e+00	103	72670
4200000	1.86e-04	0.00e+00	102	68511
4500000	1.78e-04	0.00e+00	101	65010
4800000	1.73e-04	0.00e+00	100	62344
5100000	1.64e-04	0.00e+00	99	58711
5400000	1.56e-04	0.00e+00	98	55270
5700000	1.50e-04	0.00e+00	97	52701
6000000	1.44e-04	0.00e+00	96	50121
6300000	1.38e-04	0.00e+00	95	47254
6600000	1.31e-04	0.00e+00	94	44606
6900000	1.27e-04	0.00e+00	93	42709
7200000	1.22e-04	0.00e+00	92	40572
7500000	1.17e-04	0.00e+00	91	38421
7800000	1.13e-04	0.00e+00	90	36711
8100000	1.10e-04	0.00e+00	89	35269
8400000	1.07e-04	0.00e+00	88	34122
8700000	1.06e-04	0.00e+00	87	33177
9000000	1.04e-04	0.00e+00	86	32280
9300000	1.02e-04	0.00e+00	85	31261
9600000	1.00e-04	0.00e+00	84	30371
9900000	9.89e-05	0.00e+00	83	29669
10200000	9.75e-05	0.00e+00	82	28902
10500000	9.59e-05	0.00e+00	81	28056
10800000	9.29e-05	0.00e+00	80	26869
11100000	9.01e-05	0.00e+00	79	25728
11400000	8.85e-05	0.00e+00	78	24938
11700000	8.70e-05	0.00e+00	77	24202
12000000	8.62e-05	0.00e+00	76	23684
12300000	8.65e-05	0.00e+00	75	23443
12600000	8.64e-05	0.00e+00	74	23113
12900000	8.58e-05	0.00e+00	73	22634
13200000	8.52e-05	0.00e+00	72	22174
13500000	8.41e-05	0.00e+00	71	21572
13800000	8.25e-05	0.00e+00	70	20873
14100000	8.14e-05	0.00e+00	69	20287
14400000	8.10e-05	0.00e+00	68	19914
14700000	8.07e-05	0.00e+00	67	19534
15000000	8.03e-05	0.00e+00	66	19151
15300000	7.99e-05	0.00e+00	65	18770
15600000	7.97e-05	0.00e+00	64	18426
15900000	7.88e-05	0.00e+00	63	17950
16200000	7.81e-05	0.00e+00	62	17503
16500000	7.72e-05	0.00e+00	61	17018
16800000	7.63e-05	0.00e+00	60	16547
17100000	7.58e-05	0.00e+00	59	16161
17400000	7.51e-05	0.00e+00	58	15748
17700000	7.51e-05	0.00e+00	57	15461
18000000	7.46e-05	0.00e+00	56	15099
18300000	7.47e-05	0.00e+00	55	14855
18600000	7.46e-05	0.00e+00	54	14563
18900000	7.45e-05	0.00e+00	53	14277
19200000	7.43e-05	0.00e+00	52	13965
19500000	7.42e-05	0.00e+00	51	13669
19800000	7.44e-05	0.00e+00	50	13446
20100000	7.46e-05	0.00e+00	49	13209
20400000	7.42e-05	0.00e+00	48	12865
20700000	7.38e-05	0.00e+00	47	12541
21000000	7.37e-05	0.00e+00	46	12245
21300000	7.35e-05	0.00e+00	45	11944
21600000	7.28e-05	0.00e+00	44	11575
21900000	7.25e-05	0.00e+00	43	11259
22200000	7.25e-05	0.00e+00	42	11006
22500000	7.17e-05	0.00e+00	41	10618
22800000	7.09e-05	0.00e+00	40	10254
23100000	7.06e-05	0.00e+00	39	9950
23400000	7.04e-05	0.00e+00	38	9664
23700000	6.99e-05	0.00e+00	37	9349
24000000	6.95e-05	0.00e+00	36	9047
24300000	6.83e-05	0.00e+00	35	8636
24600000	6.65e-05	0.00e+00	34	8176
24900000	6.52e-05	0.00e+00	33	7778
25200000	6.35e-05	0.00e+00	32	7348
25500000	6.26e-05	0.00e+00	31	7007
25800000	6.21e-05	0.00e+00	30	6734
26247368	6.12e-05	0.00e+00	57	12610
26847169	5.86e-05	0.00e+00	53	11217
27446938	5.55e-05	0.00e+00	49	9819
28046666	5.38e-05	0.00e+00	45	8743
28646341	5.32e-05	0.00e+00	41	7876
29245945	5.13e-05	0.00e+00	37	6862
29845454	5.04e-05	0.00e+00	33	6014
30444827	5.26e-05	0.00e+00	29	5511
31043999	5.29e-05	0.00e+00	25	4780
31642857	5.14e-05	0.00e+00	21	3900
32375000	4.66e-05	0.00e+00	24	4038
33449999	5.24e-05	0.00e+00	20	3786
35833333	-1.07e-04	0.00e+00	-9	3479
43781632	-8.72e-07	0.00e+00	-980	3089
