avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
330000	8.44e-04	0.00e+00	106	325504
659999	6.02e-04	0.00e+00	105	230116
990000	5.00e-04	0.00e+00	104	189086
1320000	4.34e-04	0.00e+00	103	162795
1650000	4.26e-04	0.00e+00	102	158163
1980000	3.92e-04	0.00e+00	101	144058
2310000	3.62e-04	0.00e+00	100	131604
2640000	3.21e-04	0.00e+00	99	115653
2970000	2.88e-04	0.00e+00	98	102849
3300000	2.67e-04	0.00e+00	97	94117
3630000	2.47e-04	0.00e+00	96	86364
3960000	2.29e-04	0.00e+00	95	79097
4290000	2.20e-04	0.00e+00	94	75083
4620000	2.05e-04	0.00e+00	93	69498
4950000	1.94e-04	0.00e+00	92	64771
5280000	1.84e-04	0.00e+00	91	60796
5610000	1.75e-04	0.00e+00	90	57353
5940000	1.68e-04	0.00e+00	89	54367
6270000	1.60e-04	0.00e+00	88	51202
6600000	1.53e-04	0.00e+00	87	48495
6930000	1.48e-04	0.00e+00	86	46221
7260000	1.42e-04	0.00e+00	85	44052
7589999	1.38e-04	0.00e+00	84	42048
7920000	1.34e-04	0.00e+00	83	40483
8250000	1.32e-04	0.00e+00	82	39351
8580000	1.29e-04	0.00e+00	81	38135
8910000	1.26e-04	0.00e+00	80	36666
9240000	1.22e-04	0.00e+00	79	35146
9570000	1.20e-04	0.00e+00	78	34057
9900000	1.18e-04	0.00e+00	77	33062
10230000	1.16e-04	0.00e+00	76	32006
10560000	1.13e-04	0.00e+00	75	30826
10890000	1.10e-04	0.00e+00	74	29685
11220000	1.08e-04	0.00e+00	73	28679
11550000	1.06e-04	0.00e+00	72	27890
11880000	1.06e-04	0.00e+00	71	27310
12210000	1.06e-04	0.00e+00	70	27091
12540000	1.07e-04	0.00e+00	69	26796
12870000	1.06e-04	0.00e+00	68	26332
13200000	1.06e-04	0.00e+00	67	25820
13530000	1.05e-04	0.00e+00	66	25113
13860000	1.03e-04	0.00e+00	65	24250
14190000	1.01e-04	0.00e+00	64	23596
14520000	9.99e-05	0.00e+00	63	22901
14850000	9.90e-05	0.00e+00	62	22332
15180000	9.81e-05	0.00e+00	61	21762
15510000	9.68e-05	0.00e+00	60	21132
15840000	9.55e-05	0.00e+00	59	20489
16170000	9.35e-05	0.00e+00	58	19727
16500000	9.21e-05	0.00e+00	57	19089
16830000	9.04e-05	0.00e+00	56	18423
17160000	8.96e-05	0.00e+00	55	17929
17490000	8.94e-05	0.00e+00	54	17558
17820000	8.86e-05	0.00e+00	53	17085
18150000	8.82e-05	0.00e+00	52	16692
18480000	8.77e-05	0.00e+00	51	16280
18810000	8.66e-05	0.00e+00	50	15751
19140000	8.66e-05	0.00e+00	49	15431
19470000	8.50e-05	0.00e+00	48	14850
19800000	8.52e-05	0.00e+00	47	14570
20130000	8.47e-05	0.00e+00	46	14179
20460000	8.40e-05	0.00e+00	45	13752
20790000	8.31e-05	0.00e+00	44	13298
21120000	8.21e-05	0.00e+00	43	12837
21450000	8.05e-05	0.00e+00	42	12305
21780000	7.86e-05	0.00e+00	41	11731
22110000	7.80e-05	0.00e+00	40	11352
22440000	7.73e-05	0.00e+00	39	10967
22770000	7.60e-05	0.00e+00	38	10505
23100000	7.51e-05	0.00e+00	37	10108
23430000	7.43e-05	0.00e+00	36	9736
23760000	7.37e-05	0.00e+00	35	9380
24090000	7.23e-05	0.00e+00	34	8947
24420000	7.07e-05	0.00e+00	33	8488
24750000	6.90e-05	0.00e+00	32	8031
25080000	6.80e-05	0.00e+00	31	7667
25410000	6.74e-05	0.00e+00	30	7351
25740000	6.77e-05	0.00e+00	29	7140
26070000	6.70e-05	0.00e+00	28	6825
26400000	6.55e-05	0.00e+00	27	6432
26730000	6.49e-05	0.00e+00	26	6142
27060000	6.36e-05	0.00e+00	25	5780
27390000	6.16e-05	0.00e+00	24	5381
27720000	6.01e-05	0.00e+00	23	5027
28050000	5.94e-05	0.00e+00	22	4751
28380000	5.96e-05	0.00e+00	21	4550
28710000	5.82e-05	0.00e+00	20	4232
29040000	5.66e-05	0.00e+00	19	3913
29369999	5.60e-05	0.00e+00	18	3667
29700000	5.52e-05	0.00e+00	17	3416
30189677	5.54e-05	0.00e+00	31	6251
30848888	5.67e-05	0.00e+00	27	5573
31507826	5.45e-05	0.00e+00	23	4561
32166315	5.02e-05	0.00e+00	19	3473
32823999	4.59e-05	0.00e+00	15	2505
33616000	4.34e-05	0.00e+00	15	2366
34540000	1.18e-04	0.00e+00	6	2581
36080000	-1.03e-04	0.00e+00	-6	2244
36813333	-4.92e-05	0.00e+00	-9	1612
43930000	-4.86e-07	0.00e+00	-726	1284
