avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
330000	7.87e-04	0.00e+00	107	306654
660000	6.28e-04	0.00e+00	106	242321
990000	5.35e-04	0.00e+00	105	204477
1320000	4.66e-04	0.00e+00	104	176301
1650000	4.47e-04	0.00e+00	103	167456
1980000	3.94e-04	0.00e+00	102	146341
2310000	3.65e-04	0.00e+00	101	134097
2640000	3.29e-04	0.00e+00	100	119741
2970000	2.94e-04	0.00e+00	99	106059
3300000	2.73e-04	0.00e+00	98	97362
3630000	2.53e-04	0.00e+00	97	89371
3959999	2.33e-04	0.00e+00	96	81499
4290000	2.16e-04	0.00e+00	95	74695
4620000	2.05e-04	0.00e+00	94	70124
4950000	1.94e-04	0.00e+00	93	65794
5280000	1.84e-04	0.00e+00	92	61477
5610000	1.75e-04	0.00e+00	91	58046
5940000	1.69e-04	0.00e+00	90	55266
6270000	1.61e-04	0.00e+00	89	52090
6600000	1.51e-04	0.00e+00	88	48509
6930000	1.43e-04	0.00e+00	87	45420
7260000	1.37e-04	0.00e+00	86	43006
7590000	1.32e-04	0.00e+00	85	40877
7920000	1.27e-04	0.00e+00	84	38983
8250000	1.23e-04	0.00e+00	83	37214
8580000	1.20e-04	0.00e+00	82	35848
8910000	1.17e-04	0.00e+00	81	34630
9240000	1.14e-04	0.00e+00	80	33168
9570000	1.11e-04	0.00e+00	79	31889
9900000	1.08e-04	0.00e+00	78	30765
10230000	1.06e-04	0.00e+00	77	29643
10560000	1.03e-04	0.00e+00	76	28478
10890000	1.00e-04	0.00e+00	75	27422
11220000	9.86e-05	0.00e+00	74	26574
11550000	9.71e-05	0.00e+00	73	25805
11880000	9.51e-05	0.00e+00	72	24926
12210000	9.38e-05	0.00e+00	71	24247
12540000	9.30e-05	0.00e+00	70	23704
12870000	9.24e-05	0.00e+00	69	23203
13200000	9.18e-05	0.00e+00	68	22719
13530000	9.11e-05	0.00e+00	67	22230
13860000	9.04e-05	0.00e+00	66	21708
14190000	8.96e-05	0.00e+00	65	21208
14520000	8.85e-05	0.00e+00	64	20625
14850000	8.77e-05	0.00e+00	63	20104
15180000	8.70e-05	0.00e+00	62	19640
15510000	8.55e-05	0.00e+00	61	18995
15840000	8.47e-05	0.00e+00	60	18498
16170000	8.36e-05	0.00e+00	59	17949
16500000	8.35e-05	0.00e+00	58	17629
16830000	8.36e-05	0.00e+00	57	17348
17160000	8.34e-05	0.00e+00	56	17008
17490000	8.25e-05	0.00e+00	55	16526
17820000	8.23e-05	0.00e+00	54	16179
18150000	8.20e-05	0.00e+00	53	15823
18480000	8.19e-05	0.00e+00	52	15501
18810000	8.19e-05	0.00e+00	51	15209
19140000	8.16e-05	0.00e+00	50	14859
19470000	8.22e-05	0.00e+00	49	14665
19800000	8.18e-05	0.00e+00	48	14296
20130000	8.24e-05	0.00e+00	47	14093
20460000	8.18e-05	0.00e+00	46	13699
20790000	8.10e-05	0.00e+00	45	13267
21120000	8.04e-05	0.00e+00	44	12882
21450000	7.95e-05	0.00e+00	43	12452
21780000	7.85e-05	0.00e+00	42	12001
22110000	7.71e-05	0.00e+00	41	11508
22440000	7.66e-05	0.00e+00	40	11153
22770000	7.61e-05	0.00e+00	39	10807
23100000	7.59e-05	0.00e+00	38	10496
23430000	7.65e-05	0.00e+00	37	10310
23760000	7.64e-05	0.00e+00	36	10007
24090000	7.59e-05	0.00e+00	35	9676
24420000	7.50e-05	0.00e+00	34	9287
24750000	7.47e-05	0.00e+00	33	8975
25080000	7.40e-05	0.00e+00	32	8622
25410000	7.29e-05	0.00e+00	31	8225
25740000	7.19e-05	0.00e+00	30	7849
26070000	7.13e-05	0.00e+00	29	7532
26400000	6.94e-05	0.00e+00	28	7071
26730000	6.69e-05	0.00e+00	27	6577
27060000	6.61e-05	0.00e+00	26	6261
27390000	6.47e-05	0.00e+00	25	5886
27720000	6.36e-05	0.00e+00	24	5560
28050000	6.30e-05	0.00e+00	23	5273
28380000	6.27e-05	0.00e+00	22	5018
28709999	6.29e-05	0.00e+00	21	4805
29040000	6.19e-05	0.00e+00	20	4505
29369999	6.14e-05	0.00e+00	19	4247
29700000	6.10e-05	0.00e+00	18	3998
30030000	6.06e-05	0.00e+00	17	3752
30519677	5.82e-05	0.00e+00	31	6566
31178888	5.51e-05	0.00e+00	27	5418
31837826	4.90e-05	0.00e+00	23	4101
32496315	4.41e-05	0.00e+00	19	3053
33298571	4.12e-05	0.00e+00	21	3149
34367142	6.68e-05	0.00e+00	14	3403
0	0.00e+00	0.00e+00	0	2874
36703333	-7.99e-05	0.00e+00	-9	2618
43994761	-4.67e-07	0.00e+00	-693	1179
