avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
30000	1.55e-05	0.00e+00	1142	61413
60000	9.43e-06	0.00e+00	1141	37347
104993	7.37e-06	0.00e+00	2279	58317
164993	6.17e-06	0.00e+00	2275	48769
224993	5.84e-06	0.00e+00	2271	46043
284993	5.85e-06	0.00e+00	2267	46094
344993	5.91e-06	0.00e+00	2263	46432
404993	5.72e-06	0.00e+00	2259	44891
464993	5.41e-06	0.00e+00	2255	42380
524993	4.90e-06	0.00e+00	2251	38278
584993	4.50e-06	0.00e+00	2247	35090
644993	4.36e-06	0.00e+00	2243	33925
719982	4.25e-06	0.00e+00	3357	49549
809982	4.21e-06	0.00e+00	3348	48960
899982	3.96e-06	0.00e+00	3339	45917
989981	3.68e-06	0.00e+00	3330	42568
1079981	3.51e-06	0.00e+00	3321	40500
1169981	3.48e-06	0.00e+00	3312	40002
1259981	3.42e-06	0.00e+00	3303	39272
1349981	3.41e-06	0.00e+00	3294	39034
1439981	3.42e-06	0.00e+00	3285	38965
1529981	3.28e-06	0.00e+00	3276	37266
1619981	3.29e-06	0.00e+00	3267	37344
1709981	3.35e-06	0.00e+00	3258	37939
1799981	3.25e-06	0.00e+00	3249	36682
1889981	3.10e-06	0.00e+00	3240	34891
1979981	3.11e-06	0.00e+00	3231	34939
2069981	3.06e-06	0.00e+00	3222	34285
2159981	3.03e-06	0.00e+00	3213	33835
2249981	3.11e-06	0.00e+00	3204	34581
2339981	3.07e-06	0.00e+00	3195	34058
2429981	2.90e-06	0.00e+00	3186	32124
2534964	2.83e-06	0.00e+00	4234	41611
2654964	2.83e-06	0.00e+00	4218	41494
2774964	2.75e-06	0.00e+00	4202	40188
2894964	2.61e-06	0.00e+00	4186	38000
3014964	2.55e-06	0.00e+00	4170	36932
3134963	2.53e-06	0.00e+00	4154	36566
3254963	2.46e-06	0.00e+00	4138	35325
3374963	2.41e-06	0.00e+00	4122	34536
3494963	2.38e-06	0.00e+00	4106	33909
3614963	2.24e-06	0.00e+00	4090	31832
3734963	2.20e-06	0.00e+00	4074	31098
3869940	2.12e-06	0.00e+00	5070	37386
4019940	2.03e-06	0.00e+00	5045	35546
4169940	1.96e-06	0.00e+00	5020	34232
4319939	1.90e-06	0.00e+00	4995	33042
4469939	1.84e-06	0.00e+00	4970	31838
4619939	1.80e-06	0.00e+00	4945	30879
4784911	1.77e-06	0.00e+00	5901	36255
4964910	1.70e-06	0.00e+00	5865	34696
5144909	1.67e-06	0.00e+00	5829	33705
5324909	1.60e-06	0.00e+00	5793	32141
5504908	1.54e-06	0.00e+00	5757	30735
5699874	1.50e-06	0.00e+00	6671	34756
5909873	1.45e-06	0.00e+00	6622	33335
6119872	1.40e-06	0.00e+00	6573	32023
6329871	1.38e-06	0.00e+00	6524	31241
6539870	1.36e-06	0.00e+00	6475	30584
6764828	1.33e-06	0.00e+00	7340	33870
7004826	1.29e-06	0.00e+00	7276	32697
7244825	1.25e-06	0.00e+00	7212	31334
7484823	1.21e-06	0.00e+00	7148	30153
7739774	1.18e-06	0.00e+00	7965	32578
8009771	1.14e-06	0.00e+00	7884	31213
8279769	1.12e-06	0.00e+00	7803	30282
8564711	1.10e-06	0.00e+00	8575	32657
8864707	1.07e-06	0.00e+00	8475	31450
9164704	1.05e-06	0.00e+00	8375	30503
9464700	1.03e-06	0.00e+00	8275	29590
9779632	1.01e-06	0.00e+00	8987	31462
10109627	9.81e-07	0.00e+00	8866	30203
10454550	9.58e-07	0.00e+00	9534	31708
10814543	9.23e-07	0.00e+00	9390	30111
11189454	8.92e-07	0.00e+00	10010	30996
11579445	8.60e-07	0.00e+00	9841	29401
11984344	8.30e-07	0.00e+00	10409	30016
12419231	8.13e-07	0.00e+00	10935	30856
12869215	7.95e-07	0.00e+00	10710	29578
13334087	7.81e-07	0.00e+00	11176	30301
13814065	7.67e-07	0.00e+00	10920	29103
14308918	7.42e-07	0.00e+00	11322	29188
14833754	7.23e-07	0.00e+00	11673	29319
15388571	7.03e-07	0.00e+00	11970	29237
15973366	6.84e-07	0.00e+00	12210	28983
16588135	6.71e-07	0.00e+00	12390	28870
17247676	6.56e-07	0.00e+00	13064	29752
17952359	6.44e-07	0.00e+00	13068	29237
18687000	6.45e-07	0.00e+00	13000	29120
19451587	6.56e-07	0.00e+00	12857	29296
20246111	6.62e-07	0.00e+00	12636	29059
21070556	6.63e-07	0.00e+00	12334	28411
21954160	6.58e-07	0.00e+00	12741	29107
22912823	6.59e-07	0.00e+00	12507	28610
23945602	6.67e-07	0.00e+00	12402	28745
25096274	6.44e-07	0.00e+00	12546	28070
26408931	6.63e-07	0.00e+00	12314	28345
27951333	6.79e-07	0.00e+00	11970	28236
29823698	7.75e-07	0.00e+00	10366	27905
44197714	-7.97e-08	0.00e+00	-99925	27652
