avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
120000	1.24e-04	0.00e+00	289	121489
240000	9.57e-05	0.00e+00	288	93767
360000	9.36e-05	0.00e+00	287	91318
480000	8.39e-05	0.00e+00	286	81591
600000	7.28e-05	0.00e+00	285	70585
720000	6.83e-05	0.00e+00	284	66011
840000	6.67e-05	0.00e+00	283	64214
959999	6.05e-05	0.00e+00	282	58030
1080000	5.65e-05	0.00e+00	281	53996
1200000	5.58e-05	0.00e+00	280	53090
1320000	5.53e-05	0.00e+00	279	52518
1440000	5.47e-05	0.00e+00	278	51753
1560000	5.24e-05	0.00e+00	277	49368
1680000	5.35e-05	0.00e+00	276	50217
1800000	5.21e-05	0.00e+00	275	48763
1919999	4.99e-05	0.00e+00	274	46468
2040000	4.98e-05	0.00e+00	273	46254
2160000	4.91e-05	0.00e+00	272	45378
2280000	4.98e-05	0.00e+00	271	45862
2400000	4.79e-05	0.00e+00	270	43942
2520000	4.55e-05	0.00e+00	269	41667
2640000	4.56e-05	0.00e+00	268	41529
2760000	4.45e-05	0.00e+00	267	40410
2880000	4.23e-05	0.00e+00	266	38254
3000000	4.11e-05	0.00e+00	265	37025
3120000	4.07e-05	0.00e+00	264	36545
3240000	4.00e-05	0.00e+00	263	35821
3360000	3.87e-05	0.00e+00	262	34497
3480000	3.83e-05	0.00e+00	261	33962
3600000	3.63e-05	0.00e+00	260	32131
3720000	3.54e-05	0.00e+00	259	31200
3840000	3.45e-05	0.00e+00	258	30260
3960000	3.29e-05	0.00e+00	257	28740
4080000	3.23e-05	0.00e+00	256	28084
4200000	3.14e-05	0.00e+00	255	27218
4320000	3.06e-05	0.00e+00	254	26392
4440000	2.98e-05	0.00e+00	253	25647
4619880	2.89e-05	0.00e+00	503	49436
4859879	2.79e-05	0.00e+00	499	47405
5099878	2.69e-05	0.00e+00	495	45332
5339877	2.56e-05	0.00e+00	491	42689
5579876	2.44e-05	0.00e+00	487	40449
5819875	2.37e-05	0.00e+00	483	38874
6059874	2.27e-05	0.00e+00	479	36939
6299873	2.22e-05	0.00e+00	475	35838
6539872	2.18e-05	0.00e+00	471	34953
6779871	2.13e-05	0.00e+00	467	33813
7019870	2.07e-05	0.00e+00	463	32574
7259869	2.00e-05	0.00e+00	459	31254
7499868	1.94e-05	0.00e+00	455	30077
7739866	1.89e-05	0.00e+00	451	28985
7979865	1.83e-05	0.00e+00	447	27860
8219864	1.80e-05	0.00e+00	443	27083
8459863	1.77e-05	0.00e+00	439	26394
8699862	1.74e-05	0.00e+00	435	25708
8939860	1.70e-05	0.00e+00	431	24984
9179859	1.68e-05	0.00e+00	427	24342
9419858	1.65e-05	0.00e+00	423	23768
9659856	1.63e-05	0.00e+00	419	23208
9899855	1.60e-05	0.00e+00	415	22567
10139854	1.57e-05	0.00e+00	411	21879
10379852	1.54e-05	0.00e+00	407	21337
10679601	1.50e-05	0.00e+00	603	30716
11039595	1.45e-05	0.00e+00	594	29217
11399589	1.40e-05	0.00e+00	585	27764
11759583	1.35e-05	0.00e+00	576	26470
12119576	1.32e-05	0.00e+00	567	25400
12479569	1.29e-05	0.00e+00	558	24520
12839562	1.27e-05	0.00e+00	549	23747
13199555	1.25e-05	0.00e+00	540	22933
13559548	1.24e-05	0.00e+00	531	22362
13919540	1.22e-05	0.00e+00	522	21583
14279532	1.19e-05	0.00e+00	513	20695
14639523	1.16e-05	0.00e+00	504	19862
15059088	1.14e-05	0.00e+00	658	25493
15539065	1.11e-05	0.00e+00	642	24202
16019041	1.09e-05	0.00e+00	626	23104
16499016	1.07e-05	0.00e+00	610	22170
16978989	1.05e-05	0.00e+00	594	21257
17458961	1.03e-05	0.00e+00	578	20312
17938932	1.02e-05	0.00e+00	562	19525
18418901	1.01e-05	0.00e+00	546	18798
18898867	1.03e-05	0.00e+00	530	18511
19438125	1.04e-05	0.00e+00	640	22568
20038048	1.04e-05	0.00e+00	615	21805
20637966	1.04e-05	0.00e+00	590	20943
21237876	1.04e-05	0.00e+00	565	20056
21837777	1.04e-05	0.00e+00	540	19035
22437669	1.02e-05	0.00e+00	515	17873
23037551	1.03e-05	0.00e+00	490	17214
23696216	1.05e-05	0.00e+00	555	19736
24415953	1.02e-05	0.00e+00	519	18029
25194000	9.94e-06	0.00e+00	560	18939
26033424	1.00e-05	0.00e+00	511	17372
26872727	1.03e-05	0.00e+00	462	16233
27769230	1.02e-05	0.00e+00	468	16271
28840000	1.05e-05	0.00e+00	495	17610
30089230	1.16e-05	0.00e+00	429	16948
31546415	1.21e-05	0.00e+00	371	15270
43974065	-7.29e-07	0.00e+00	-5915	14657
