avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
29999	2.06e-05	0.00e+00	1146	83758
60000	1.23e-05	0.00e+00	1145	49712
90000	9.39e-06	0.00e+00	1144	38081
134993	7.05e-06	0.00e+00	2285	57066
194993	5.99e-06	0.00e+00	2281	48440
254993	5.83e-06	0.00e+00	2277	47016
314993	5.94e-06	0.00e+00	2273	47878
374993	5.99e-06	0.00e+00	2269	48176
434993	5.76e-06	0.00e+00	2265	46273
494993	5.37e-06	0.00e+00	2261	42993
554993	4.97e-06	0.00e+00	2257	39790
614993	4.52e-06	0.00e+00	2253	36126
674993	4.37e-06	0.00e+00	2249	34810
734993	4.24e-06	0.00e+00	2245	33714
809982	4.11e-06	0.00e+00	3360	48976
899982	3.85e-06	0.00e+00	3351	45755
989982	3.74e-06	0.00e+00	3342	44279
1079981	3.72e-06	0.00e+00	3333	43914
1169981	3.70e-06	0.00e+00	3324	43598
1259981	3.50e-06	0.00e+00	3315	41120
1349981	3.24e-06	0.00e+00	3306	37985
1439981	3.21e-06	0.00e+00	3297	37538
1529981	3.24e-06	0.00e+00	3288	37807
1619981	3.19e-06	0.00e+00	3279	37021
1709981	2.97e-06	0.00e+00	3270	34445
1799981	2.92e-06	0.00e+00	3261	33738
1889981	2.86e-06	0.00e+00	3252	32987
1979981	2.88e-06	0.00e+00	3243	33048
2084965	2.71e-06	0.00e+00	4310	41354
2204965	2.65e-06	0.00e+00	4294	40381
2324964	2.55e-06	0.00e+00	4278	38691
2444964	2.50e-06	0.00e+00	4262	37748
2564964	2.37e-06	0.00e+00	4246	35695
2684964	2.40e-06	0.00e+00	4230	35995
2804964	2.36e-06	0.00e+00	4214	35259
2924964	2.33e-06	0.00e+00	4198	34727
3044964	2.32e-06	0.00e+00	4182	34452
3164963	2.35e-06	0.00e+00	4166	34746
3284963	2.30e-06	0.00e+00	4150	33811
3404963	2.31e-06	0.00e+00	4134	33835
3524963	2.29e-06	0.00e+00	4118	33470
3644963	2.21e-06	0.00e+00	4102	32115
3779941	2.14e-06	0.00e+00	5105	38630
3929940	2.06e-06	0.00e+00	5080	37134
4079940	2.01e-06	0.00e+00	5055	36016
4229940	1.92e-06	0.00e+00	5030	34162
4379940	1.87e-06	0.00e+00	5005	33132
4529939	1.81e-06	0.00e+00	4980	31990
4694911	1.75e-06	0.00e+00	5943	36770
4874911	1.70e-06	0.00e+00	5907	35513
5054910	1.63e-06	0.00e+00	5871	33941
5234910	1.61e-06	0.00e+00	5835	33294
5414909	1.57e-06	0.00e+00	5799	32175
5594908	1.53e-06	0.00e+00	5763	31339
5789874	1.47e-06	0.00e+00	6678	34885
5999873	1.43e-06	0.00e+00	6629	33556
6209872	1.39e-06	0.00e+00	6580	32500
6419871	1.39e-06	0.00e+00	6531	32229
6629870	1.36e-06	0.00e+00	6482	31224
6854828	1.31e-06	0.00e+00	7348	33992
7094827	1.28e-06	0.00e+00	7284	32946
7334825	1.23e-06	0.00e+00	7220	31465
7574823	1.20e-06	0.00e+00	7156	30494
7829774	1.17e-06	0.00e+00	7974	33181
8099771	1.14e-06	0.00e+00	7893	32007
8369769	1.12e-06	0.00e+00	7812	31026
8654711	1.09e-06	0.00e+00	8585	33304
8954708	1.07e-06	0.00e+00	8485	32295
9254704	1.05e-06	0.00e+00	8385	31340
9554701	1.05e-06	0.00e+00	8285	30913
9854697	1.04e-06	0.00e+00	8185	30193
10169628	1.02e-06	0.00e+00	8888	32084
10499623	9.93e-07	0.00e+00	8767	30837
10844544	9.66e-07	0.00e+00	9426	32264
11204537	9.25e-07	0.00e+00	9282	30426
11579448	8.83e-07	0.00e+00	9893	30958
11984347	8.51e-07	0.00e+00	10465	31572
12404335	8.30e-07	0.00e+00	10269	30190
12839221	8.13e-07	0.00e+00	10785	31057
13289204	7.96e-07	0.00e+00	10560	29785
13754074	7.78e-07	0.00e+00	11016	30385
14248928	7.61e-07	0.00e+00	11424	30797
14773766	7.26e-07	0.00e+00	11781	30322
15328584	6.93e-07	0.00e+00	12084	29696
15928214	6.69e-07	0.00e+00	12936	30659
16572968	6.61e-07	0.00e+00	13079	30657
17247692	6.56e-07	0.00e+00	13156	30562
17952379	6.51e-07	0.00e+00	13164	30369
18687022	6.36e-07	0.00e+00	13100	29532
19466345	6.27e-07	0.00e+00	13446	29894
20290839	6.31e-07	0.00e+00	13174	29448
21145248	6.56e-07	0.00e+00	12818	29798
22029551	6.82e-07	0.00e+00	12375	29920
22958296	6.87e-07	0.00e+00	12208	29715
23946714	6.94e-07	0.00e+00	11849	29141
25023456	6.87e-07	0.00e+00	11875	28909
26233014	6.94e-07	0.00e+00	11696	28779
27672393	6.78e-07	0.00e+00	12069	29009
29563911	6.68e-07	0.00e+00	12046	28516
44404285	-8.30e-08	0.00e+00	-96936	28496
