avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
419999	1.14e-03	0.00e+00	85	318527
840000	8.14e-04	0.00e+00	84	224816
1260000	7.07e-04	0.00e+00	83	192995
1680000	6.15e-04	0.00e+00	82	165812
2100000	5.44e-04	0.00e+00	81	144936
2520000	4.88e-04	0.00e+00	80	128311
2940000	4.69e-04	0.00e+00	79	121792
3360000	4.61e-04	0.00e+00	78	118318
3780000	4.29e-04	0.00e+00	77	108574
4200000	3.88e-04	0.00e+00	76	97100
4620000	3.57e-04	0.00e+00	75	88133
5040000	3.30e-04	0.00e+00	74	80344
5460000	3.11e-04	0.00e+00	73	74662
5880000	2.90e-04	0.00e+00	72	68660
6300000	2.77e-04	0.00e+00	71	64626
6720000	2.67e-04	0.00e+00	70	61353
7140000	2.52e-04	0.00e+00	69	57238
7559999	2.39e-04	0.00e+00	68	53497
7980000	2.29e-04	0.00e+00	67	50530
8400000	2.22e-04	0.00e+00	66	48156
8820000	2.15e-04	0.00e+00	65	45858
9240000	2.09e-04	0.00e+00	64	44052
9660000	2.07e-04	0.00e+00	63	42862
10080000	2.02e-04	0.00e+00	62	41269
10500000	1.96e-04	0.00e+00	61	39230
10920000	1.88e-04	0.00e+00	60	37191
11340000	1.79e-04	0.00e+00	59	34755
11760000	1.70e-04	0.00e+00	58	32517
12180000	1.65e-04	0.00e+00	57	30906
12600000	1.61e-04	0.00e+00	56	29701
13020000	1.58e-04	0.00e+00	55	28583
13440000	1.54e-04	0.00e+00	54	27322
13860000	1.51e-04	0.00e+00	53	26375
14280000	1.48e-04	0.00e+00	52	25229
14700000	1.42e-04	0.00e+00	51	23899
15120000	1.37e-04	0.00e+00	50	22528
15540000	1.32e-04	0.00e+00	49	21279
15960000	1.29e-04	0.00e+00	48	20381
16379999	1.28e-04	0.00e+00	47	19814
16800000	1.27e-04	0.00e+00	46	19178
17220000	1.26e-04	0.00e+00	45	18642
17640000	1.25e-04	0.00e+00	44	18149
18060000	1.24e-04	0.00e+00	43	17552
18480000	1.22e-04	0.00e+00	42	16889
18900000	1.20e-04	0.00e+00	41	16188
19320000	1.19e-04	0.00e+00	40	15679
19740000	1.18e-04	0.00e+00	39	15176
20160000	1.19e-04	0.00e+00	38	14875
20580000	1.20e-04	0.00e+00	37	14596
21000000	1.22e-04	0.00e+00	36	14414
21420000	1.25e-04	0.00e+00	35	14341
21840000	1.26e-04	0.00e+00	34	14126
22260000	1.27e-04	0.00e+00	33	13772
22680000	1.26e-04	0.00e+00	32	13273
23100000	1.26e-04	0.00e+00	31	12847
23520000	1.27e-04	0.00e+00	30	12501
23940000	1.26e-04	0.00e+00	29	11997
24359999	1.25e-04	0.00e+00	28	11531
24780000	1.24e-04	0.00e+00	27	10991
25199999	1.22e-04	0.00e+00	26	10408
25620000	1.21e-04	0.00e+00	25	9967
26040000	1.21e-04	0.00e+00	24	9579
26460000	1.21e-04	0.00e+00	23	9175
26880000	1.19e-04	0.00e+00	22	8625
27300000	1.17e-04	0.00e+00	21	8087
27720000	1.13e-04	0.00e+00	20	7439
28139999	1.12e-04	0.00e+00	19	6973
28559999	1.10e-04	0.00e+00	18	6526
28980000	1.08e-04	0.00e+00	17	6050
29400000	1.06e-04	0.00e+00	16	5602
29820000	1.00e-04	0.00e+00	15	4945
30240000	9.81e-05	0.00e+00	14	4519
30660000	9.81e-05	0.00e+00	13	4196
31080000	9.57e-05	0.00e+00	12	3777
31500000	9.39e-05	0.00e+00	11	3398
31920000	9.11e-05	0.00e+00	10	2996
32340000	8.42e-05	0.00e+00	9	2493
32759999	7.92e-05	0.00e+00	8	2085
33180000	7.35e-05	0.00e+00	7	1692
33600000	5.81e-05	0.00e+00	6	1147
34020000	5.50e-05	0.00e+00	5	905
34440000	6.88e-05	0.00e+00	4	905
34860000	9.16e-05	0.00e+00	3	904
35280000	1.52e-04	0.00e+00	2	1000
35700000	3.36e-04	0.00e+00	1	1104
0	0.00e+00	0.00e+00	0	1246
36540000	-4.10e-04	0.00e+00	-1	1350
36960000	-1.91e-04	0.00e+00	-2	1257
37380000	-8.49e-05	0.00e+00	-3	838
37800000	-3.53e-05	0.00e+00	-4	464
38220000	-1.28e-05	0.00e+00	-5	210
44347058	-2.64e-08	0.00e+00	-391	34
