avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
330000	7.36e-04	0.00e+00	107	272213
660000	5.84e-04	0.00e+00	106	213686
990000	4.88e-04	0.00e+00	105	177053
1320000	4.52e-04	0.00e+00	104	162307
1650000	4.03e-04	0.00e+00	103	143224
1980000	3.77e-04	0.00e+00	102	132960
2310000	3.58e-04	0.00e+00	101	124875
2640000	3.32e-04	0.00e+00	100	114547
2970000	3.16e-04	0.00e+00	99	107898
3300000	3.11e-04	0.00e+00	98	105391
3630000	2.88e-04	0.00e+00	97	96575
3959999	2.59e-04	0.00e+00	96	85960
4290000	2.39e-04	0.00e+00	95	78308
4620000	2.22e-04	0.00e+00	94	72042
4950000	2.09e-04	0.00e+00	93	67122
5280000	1.98e-04	0.00e+00	92	62881
5610000	1.87e-04	0.00e+00	91	58868
5940000	1.78e-04	0.00e+00	90	55209
6270000	1.69e-04	0.00e+00	89	51903
6600000	1.61e-04	0.00e+00	88	48957
6930000	1.53e-04	0.00e+00	87	46025
7260000	1.48e-04	0.00e+00	86	43995
7590000	1.42e-04	0.00e+00	85	41742
7920000	1.36e-04	0.00e+00	84	39583
8250000	1.30e-04	0.00e+00	83	37340
8580000	1.26e-04	0.00e+00	82	35736
8910000	1.23e-04	0.00e+00	81	34382
9240000	1.20e-04	0.00e+00	80	33181
9570000	1.17e-04	0.00e+00	79	31928
9900000	1.14e-04	0.00e+00	78	30768
10230000	1.11e-04	0.00e+00	77	29636
10560000	1.09e-04	0.00e+00	76	28596
10890000	1.06e-04	0.00e+00	75	27488
11220000	1.05e-04	0.00e+00	74	26797
11550000	1.03e-04	0.00e+00	73	25962
11880000	1.00e-04	0.00e+00	72	24900
12210000	9.69e-05	0.00e+00	71	23767
12540000	9.43e-05	0.00e+00	70	22801
12870000	9.21e-05	0.00e+00	69	21940
13200000	9.04e-05	0.00e+00	68	21233
13530000	8.96e-05	0.00e+00	67	20736
13860000	8.83e-05	0.00e+00	66	20121
14190000	8.69e-05	0.00e+00	65	19508
14520000	8.60e-05	0.00e+00	64	19002
14850000	8.48e-05	0.00e+00	63	18451
15180000	8.37e-05	0.00e+00	62	17918
15510000	8.25e-05	0.00e+00	61	17376
15840000	8.01e-05	0.00e+00	60	16594
16170000	7.93e-05	0.00e+00	59	16170
16500000	7.80e-05	0.00e+00	58	15633
16830000	7.73e-05	0.00e+00	57	15211
17160000	7.66e-05	0.00e+00	56	14814
17490000	7.57e-05	0.00e+00	55	14383
17820000	7.46e-05	0.00e+00	54	13906
18150000	7.41e-05	0.00e+00	53	13565
18480000	7.48e-05	0.00e+00	52	13437
18810000	7.53e-05	0.00e+00	51	13258
19140000	7.54e-05	0.00e+00	50	13026
19470000	7.48e-05	0.00e+00	49	12654
19800000	7.41e-05	0.00e+00	48	12291
20130000	7.37e-05	0.00e+00	47	11971
20460000	7.28e-05	0.00e+00	46	11563
20790000	7.26e-05	0.00e+00	45	11280
21120000	7.21e-05	0.00e+00	44	10962
21450000	7.16e-05	0.00e+00	43	10634
21780000	7.14e-05	0.00e+00	42	10354
22110000	7.10e-05	0.00e+00	41	10052
22440000	7.10e-05	0.00e+00	40	9806
22770000	7.14e-05	0.00e+00	39	9625
23100000	7.19e-05	0.00e+00	38	9440
23430000	7.19e-05	0.00e+00	37	9194
23760000	7.07e-05	0.00e+00	36	8793
24090000	7.03e-05	0.00e+00	35	8498
24420000	6.99e-05	0.00e+00	34	8215
24750000	6.97e-05	0.00e+00	33	7950
25080000	6.97e-05	0.00e+00	32	7709
25410000	6.89e-05	0.00e+00	31	7375
25740000	6.93e-05	0.00e+00	30	7185
26070000	6.96e-05	0.00e+00	29	6974
26400000	6.96e-05	0.00e+00	28	6734
26730000	6.98e-05	0.00e+00	27	6512
27060000	6.89e-05	0.00e+00	26	6192
27390000	6.83e-05	0.00e+00	25	5896
27720000	6.90e-05	0.00e+00	24	5723
28050000	6.92e-05	0.00e+00	23	5495
28380000	6.78e-05	0.00e+00	22	5154
28709999	6.84e-05	0.00e+00	21	4961
29040000	6.97e-05	0.00e+00	20	4816
29369999	6.97e-05	0.00e+00	19	4573
29700000	7.08e-05	0.00e+00	18	4403
30030000	7.18e-05	0.00e+00	17	4216
30360000	7.37e-05	0.00e+00	16	4074
30690000	7.42e-05	0.00e+00	15	3844
31178888	7.09e-05	0.00e+00	27	6615
31837826	6.25e-05	0.00e+00	23	4965
32496315	5.00e-05	0.00e+00	19	3281
33298571	4.45e-05	0.00e+00	21	3225
34430000	6.37e-05	0.00e+00	15	3303
36410000	-1.41e-04	0.00e+00	-6	2929
43954390	-8.17e-07	0.00e+00	-697	1968
